Rgp;Rgp_lib;Dut;Dut_lib;Dut_sigle;Id Série ou type de Bac;Série ou type de Bac;Id Âge au bac;Âge au bac;Id Sexe;Sexe;Id Mention au Bac;Mention au Bac;Année de cohorte des données sur le passage entre L1 et L2;Effectif de néobacheliers de la cohorte;Passage en 2ème année de DUT en 1 an;Redoublement en 1ère année de DUT;Passage en 2ème année de DUT en 2 ans;Passage en 2ème année de DUT en 1 ou 2 ans;Année de cohorte des données sur la réussite en licence;Effectif de néobacheliers de la cohorte;Obtention du DUT en 2 ans;Obtention du DUT en 3 ans;Obtention du DUT en 2 ou 3 ans
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;2;BAC ES;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;22.0;14.0;4.0;3.0;17;2013;22.0;8.0;6.0;14.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;4;BAC STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;18.0;1.0;4.0;3.0;4;2013;18.0;5.0;4.0;9.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;4;BAC STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;117.0;19.0;13.0;11.0;30;2013;117.0;34.0;22.0;56.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;24.0;1.0;0.0;0.0;1;2013;24.0;2.0;1.0;3.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;5.0;2.0;0.0;0.0;2;2013;5.0;3.0;1.0;4.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;2.0;0.0;0.0;2;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;34.0;30.0;1.0;0.0;30;2013;34.0;31.0;1.0;32.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;9.0;12.0;0.0;0.0;12;2013;9.0;9.0;0.0;9.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;77.0;15.0;9.0;8.0;23;2013;77.0;13.0;14.0;27.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;4;BAC STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;92.0;57.0;11.0;10.0;67;2013;92.0;58.0;10.0;68.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;4.0;2.0;2.0;2.0;4;2013;4.0;0.0;1.0;1.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;5.0;2.0;1.0;1.0;3;2013;5.0;;;
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;9.0;6.0;2.0;2.0;8;2013;9.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;2.0;2.0;1.0;1.0;3;2013;2.0;2.0;0.0;2.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;2.0;0.0;1.0;1.0;1;2013;2.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;2.0;2.0;0.0;0.0;2;2013;2.0;1.0;1.0;2.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;3;BAC S;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;1.0;1.0;1;2013;1.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;92.0;27.0;19.0;14.0;41;2013;92.0;26.0;20.0;46.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;17.0;25.0;0.0;0.0;25;2013;17.0;14.0;0.0;14.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;2;BAC ES;R1;En retard d'un an;1;Homme;B;Bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;2;BAC ES;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;4.0;0.0;0.0;0.0;0;2013;4.0;4.0;0.0;4.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;10.0;6.0;1.0;1.0;7;2013;10.0;7.0;2.0;9.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;1.0;0.0;1.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;2.0;4.0;0.0;0.0;4;2013;2.0;2.0;0.0;2.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R1;En retard d'un an;2;Femme;C;Assez bien;2014;2.0;4.0;0.0;0.0;4;2013;2.0;2.0;0.0;2.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;3.0;3.0;0.0;0.0;3;2013;3.0;3.0;0.0;3.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;2.0;0.0;1.0;0.0;0;2013;2.0;;;
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;60.0;29.0;6.0;5.0;34;2013;60.0;43.0;7.0;50.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;3;BAC S;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;13.0;5.0;0.0;0.0;5;2013;13.0;10.0;1.0;11.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;3.0;2.0;0.0;0.0;2;2013;3.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;16.0;11.0;1.0;1.0;12;2013;16.0;12.0;1.0;13.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;7.0;5.0;0.0;0.0;5;2013;7.0;7.0;0.0;7.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;3.0;1.0;0.0;0.0;1;2013;3.0;2.0;1.0;3.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;1;BAC L;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;4.0;2.0;1.0;1.0;3;2013;4.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;4.0;3.0;0.0;0.0;3;2013;4.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;3.0;1.0;0.0;0.0;1;2013;3.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;241.0;85.0;21.0;17.0;102;2013;241.0;121.0;33.0;154.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;5.0;0.0;0.0;0.0;0;2013;5.0;1.0;0.0;1.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;0.0;1.0;1.0;1;2013;1.0;;;
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;10.0;0.0;0.0;0.0;0;2013;10.0;1.0;1.0;2.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;122.0;106.0;12.0;8.0;114;2013;122.0;79.0;12.0;91.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;6;BAC professionnel;R4;Non pris en compte;2;Femme;B;Bien;2014;3.0;2.0;0.0;0.0;2;2013;3.0;2.0;0.0;2.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;1.0;0.0;1.0;0.0;0;2013;1.0;;;
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;2;BAC ES;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;15.0;4.0;3.0;3.0;7;2013;15.0;1.0;5.0;6.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0;2013;1.0;1.0;0.0;1.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;6.0;2.0;3.0;3.0;5;2013;6.0;;;
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;44.0;31.0;2.0;1.0;32;2013;44.0;30.0;6.0;36.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;15.0;8.0;1.0;1.0;9;2013;15.0;10.0;1.0;11.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;1;BAC L;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;3.0;0.0;1.0;1.0;1;2013;3.0;;;
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;89.0;74.0;7.0;6.0;80;2013;89.0;67.0;6.0;73.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;21.0;17.0;2.0;2.0;19;2013;21.0;13.0;2.0;15.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;1;BAC L;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;2.0;;;;;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;4.0;5.0;0.0;0.0;5;2013;4.0;4.0;0.0;4.0
CM;Communication et médiation;CS;Carrières sociales;CS;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;7.0;4.0;0.0;0.0;4;2013;7.0;7.0;0.0;7.0
CM;Communication et médiation;CS;Carrières sociales;CS;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
CM;Communication et médiation;CS;Carrières sociales;CS;1;BAC L;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;2.0;0.0;0.0;2;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;4.0;3.0;0.0;0.0;3;2013;4.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;2.0;0.0;0.0;2;2013;1.0;0.0;0.0;0.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;2.0;1.0;0.0;0.0;1;2013;2.0;1.0;1.0;2.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;27.0;14.0;1.0;1.0;15;2013;27.0;22.0;0.0;22.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;13.0;14.0;5.0;3.0;17;2013;13.0;4.0;3.0;7.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;9.0;6.0;0.0;0.0;6;2013;9.0;8.0;0.0;8.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;5.0;8.0;0.0;0.0;8;2013;5.0;4.0;0.0;4.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;2.0;1.0;0.0;0.0;1;2013;2.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;2;BAC ES;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;526.0;445.0;60.0;57.0;502;2013;526.0;314.0;88.0;402.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;31.0;27.0;2.0;2.0;29;2013;31.0;24.0;4.0;28.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R1;En retard d'un an;1;Homme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;5.0;2.0;0.0;0.0;2;2013;5.0;1.0;1.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;294.0;157.0;61.0;49.0;206;2013;294.0;97.0;70.0;167.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;0.0;2.0;2.0;2;2013;1.0;0.0;0.0;0.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;1.0;0.0;0;2013;4.0;0.0;0.0;0.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;5.0;1.0;0.0;0.0;1;2013;5.0;2.0;2.0;4.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;6;BAC professionnel;R4;Non pris en compte;1;Homme;B;Bien;2014;6.0;4.0;0.0;0.0;4;2013;6.0;5.0;1.0;6.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;6;BAC professionnel;R4;Non pris en compte;2;Femme;Q;Inconnue;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;21.0;13.0;3.0;2.0;15;2013;21.0;14.0;3.0;17.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;9.0;0.0;1.0;0.0;0;2013;9.0;1.0;2.0;3.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;11.0;6.0;2.0;2.0;8;2013;11.0;2.0;3.0;5.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;1;BAC L;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;3.0;6.0;0.0;0.0;6;2013;3.0;3.0;0.0;3.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;4;BAC STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0;2013;2.0;1.0;0.0;1.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;3.0;1.0;0.0;0.0;1;2013;3.0;2.0;0.0;2.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;5.0;0.0;0.0;0.0;0;2013;5.0;1.0;1.0;2.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;31.0;22.0;1.0;1.0;23;2013;31.0;24.0;2.0;26.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;6.0;5.0;1.0;1.0;6;2013;6.0;3.0;1.0;4.0
