Rgp;Rgp_lib;Dut;Dut_lib;Dut_sigle;Id Série ou type de Bac;Série ou type de Bac;Id Âge au bac;Âge au bac;Id Sexe;Sexe;Id Mention au Bac;Mention au Bac;Année de cohorte des données sur le passage entre L1 et L2;Effectif de néobacheliers de la cohorte;Passage en 2ème année de DUT en 1 an;Redoublement en 1ère année de DUT;Passage en 2ème année de DUT en 2 ans;Passage en 2ème année de DUT en 1 ou 2 ans;Année de cohorte des données sur la réussite en licence;Effectif de néobacheliers de la cohorte;Obtention du DUT en 2 ans;Obtention du DUT en 3 ans;Obtention du DUT en 2 ou 3 ans
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1;2013;2.0;;;
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;0.0;1.0;1.0;1;2013;1.0;;;
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;35.0;47.0;1.0;1.0;48;2013;35.0;32.0;1.0;33.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;3;BAC S;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;8.0;12.0;1.0;0.0;12;2013;8.0;6.0;1.0;7.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;12.0;5.0;0.0;0.0;5;2013;12.0;9.0;1.0;10.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;95.0;38.0;23.0;22.0;60;2013;95.0;33.0;21.0;54.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;22.0;6.0;8.0;7.0;13;2013;22.0;1.0;6.0;7.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;2;BAC ES;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;7.0;10.0;0.0;0.0;10;2013;7.0;7.0;0.0;7.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0;2013;2.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;2.0;;;;;2013;2.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;2.0;0.0;1.0;0.0;0;2013;2.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;A;Très bien;2014;2.0;;;;;2013;2.0;1.0;1.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;17.0;11.0;4.0;3.0;14;2013;17.0;11.0;4.0;15.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;7.0;2.0;0.0;0.0;2;2013;7.0;6.0;1.0;7.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;2.0;0.0;1.0;1.0;1;2013;2.0;0.0;0.0;0.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;40.0;29.0;0.0;0.0;29;2013;40.0;32.0;5.0;37.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;5.0;0.0;0.0;0.0;0;2013;5.0;1.0;1.0;2.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;4.0;;;;;2013;4.0;4.0;0.0;4.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;7.0;16.0;0.0;0.0;16;2013;7.0;7.0;0.0;7.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;10.0;6.0;0.0;0.0;6;2013;10.0;9.0;0.0;9.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;12.0;8.0;6.0;4.0;12;2013;12.0;4.0;4.0;8.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;0.0;1.0;1.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;14.0;6.0;6.0;4.0;10;2013;14.0;2.0;5.0;7.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;3.0;0.0;2.0;2.0;2;2013;3.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;23.0;5.0;3.0;3.0;8;2013;23.0;3.0;5.0;8.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;2.0;1.0;1.0;1.0;2;2013;2.0;;;
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;3.0;3.0;0.0;0.0;3;2013;3.0;2.0;1.0;3.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;2.0;;;;;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;2;BAC ES;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;3.0;3.0;0.0;0.0;3;2013;3.0;3.0;0.0;3.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;2;BAC ES;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;1.0;0.0;0;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;4;BAC STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;5.0;1.0;3.0;1.0;2;2013;5.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;3.0;0.0;0.0;3;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;8.0;1.0;1.0;1.0;2;2013;8.0;1.0;2.0;3.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;2.0;0.0;0.0;0.0;0;2013;2.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;6;BAC professionnel;R4;Non pris en compte;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;2.0;1.0;2.0;1.0;2;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;2.0;1.0;1.0;1.0;2;2013;2.0;;;
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;133.0;105.0;4.0;3.0;108;2013;133.0;113.0;7.0;120.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;1;BAC L;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;2;BAC ES;R1;En retard d'un an;2;Femme;B;Bien;2014;6.0;3.0;0.0;0.0;3;2013;6.0;5.0;1.0;6.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;4.0;;;;;2013;4.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;7.0;0.0;2.0;1.0;1;2013;7.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;3.0;3.0;3.0;3.0;6;2013;3.0;3.0;0.0;3.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;2;BAC ES;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;6.0;3.0;1.0;1.0;4;2013;6.0;2.0;1.0;3.0
CM;Communication et médiation;CS;Carrières sociales;CS;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;4.0;5.0;0.0;0.0;5;2013;4.0;3.0;0.0;3.0
CM;Communication et médiation;CS;Carrières sociales;CS;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;2.0;0.0;1.0;1.0;1;2013;2.0;1.0;1.0;2.0
CM;Communication et médiation;CS;Carrières sociales;CS;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;11.0;12.0;0.0;0.0;12;2013;11.0;6.0;1.0;7.0
CM;Communication et médiation;CS;Carrières sociales;CS;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;93.0;78.0;1.0;1.0;79;2013;93.0;84.0;0.0;84.0
CM;Communication et médiation;CS;Carrières sociales;CS;4;BAC STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;4.0;3.0;0.0;0.0;3;2013;4.0;;;
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;31.0;15.0;3.0;3.0;18;2013;31.0;22.0;5.0;27.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;6;BAC professionnel;R4;Non pris en compte;2;Femme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;5.0;10.0;0.0;0.0;10;2013;5.0;4.0;1.0;5.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;3.0;0.0;1.0;1.0;1;2013;3.0;;;
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;20.0;2.0;1.0;1.0;3;2013;20.0;2.0;1.0;3.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;48.0;34.0;8.0;6.0;40;2013;48.0;15.0;8.0;23.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;240.0;188.0;6.0;5.0;193;2013;240.0;204.0;9.0;213.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;5.0;5.0;0.0;0.0;5;2013;5.0;4.0;0.0;4.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0;2013;2.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;1.0;0.0;1.0;1.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;2.0;2.0;0.0;0.0;2;2013;2.0;1.0;1.0;2.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;31.0;27.0;0.0;0.0;27;2013;31.0;29.0;2.0;31.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;42.0;31.0;1.0;0.0;31;2013;42.0;34.0;3.0;37.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;11.0;1.0;0.0;0.0;1;2013;11.0;6.0;2.0;8.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;6.0;4.0;2.0;1.0;5;2013;6.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;6;BAC professionnel;R4;Non pris en compte;2;Femme;A;Très bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;1.0;1.0;1.0;2;2013;1.0;0.0;1.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;3.0;2.0;0.0;0.0;2;2013;3.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;4.0;;;;;2013;4.0;4.0;0.0;4.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;6.0;6.0;0.0;0.0;6;2013;6.0;3.0;3.0;6.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;A;Très bien;2014;1.0;0.0;0.0;0.0;0;2013;1.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;6;BAC professionnel;R4;Non pris en compte;1;Homme;B;Bien;2014;10.0;8.0;0.0;0.0;8;2013;10.0;8.0;0.0;8.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;8.0;2.0;1.0;0.0;2;2013;8.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;14.0;17.0;5.0;3.0;20;2013;14.0;5.0;6.0;11.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;14.0;14.0;0.0;0.0;14;2013;14.0;13.0;0.0;13.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1;2013;2.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;A;Très bien;2014;6.0;7.0;0.0;0.0;7;2013;6.0;6.0;0.0;6.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;6.0;1.0;1.0;1.0;2;2013;6.0;0.0;2.0;2.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;8.0;2.0;2.0;0.0;2;2013;8.0;0.0;2.0;2.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;1;BAC L;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;29.0;27.0;0.0;0.0;27;2013;29.0;25.0;0.0;25.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;1;BAC L;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;4;BAC STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;2.0;1.0;1.0;1.0;2;2013;2.0;1.0;1.0;2.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
