web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link-href,MonthlyEarnings,YearlyEarnings,,
1553033392-3011,https://socialblade.com/youtube/top/5000/mostsubscribed,Meek Mill,https://socialblade.com/youtube/c/meekmill,Meek Mill,137,3272512,1677118354,US,Music,"Apr 13th, 2011",A-,https://youtube.com/channel/UC9HlWVtENbiMQzVRmnbJxtw,?13.4K - ?214.2K,?160.6K - ?2.6M,,
1553033396-3012,https://socialblade.com/youtube/top/5000/mostsubscribed,uJo?ozinho,https://socialblade.com/youtube/c/ujoaozinhovine,uJo?ozinho,181,3272082,160786201,BR,Entertainment,"Sep 26th, 2014",B+,https://youtube.com/channel/UC45zwHCRNT5jA8sC5DUW7oQ,?3.6K - ?57.1K,?42.8K - ?685.5K,,
1553033351-3004,https://socialblade.com/youtube/top/5000/mostsubscribed,Cartoon Network UK,https://socialblade.com/youtube/user/cartoonnetworkuk,Cartoon Network UK,3029,3272043,2405948252,GB,Entertainment,"Apr 12th, 2007",A,https://youtube.com/channel/UCGydrkfIhUDNCotYQI8TJhA,?27.8K - ?445.1K,?333.8K - ?5.3M,,
1553033338-3001,https://socialblade.com/youtube/top/5000/mostsubscribed,Bharat Tak,https://socialblade.com/youtube/c/bharattak,Bharat Tak,5845,3269854,498080239,IN,News,"Dec 6th, 2017",A-,https://youtube.com/channel/UCZINqCwuTRertJyDvHUSopA,?29.7K - ?475.9K,?356.9K - ?5.7M,,
1553033370-3009,https://socialblade.com/youtube/top/5000/mostsubscribed,frenchmontana,https://socialblade.com/youtube/c/frenchmontana,frenchmontana,41,3269019,13660754,US,Music,"Jun 22nd, 2011",B-,https://youtube.com/channel/UC-4mIX9ls8ROVk9ApfeYf5w,?34 - ?542,?406 - ?6.5K,,
1553033358-3006,https://socialblade.com/youtube/top/5000/mostsubscribed,C?mplices de um Resgate,https://socialblade.com/youtube/channel/UCvzAkazTwM1mdF84PaLud5Q,C?mplices de um Resgate,55,3266363,37321419,BR,People,"Apr 16th, 2015",B,https://youtube.com/channel/UCvzAkazTwM1mdF84PaLud5Q,?1.8K - ?29K,?21.8K - ?348.3K,,
1553033354-3005,https://socialblade.com/youtube/top/5000/mostsubscribed,Fer0m0nas,https://socialblade.com/youtube/c/fer0m0nass,Fer0m0nas,3882,3264595,588713956,PT,Games,"Oct 17th, 2011",B-,https://youtube.com/channel/UC4pxiz_9Ok-B4jiKBVYLODg,?84 - ?1.3K,?1K - ?16.2K,,
1553033346-3003,https://socialblade.com/youtube/top/5000/mostsubscribed,CarlosVivesVEVO,https://socialblade.com/youtube/user/carlosvivesvevo,CarlosVivesVEVO,100,3264212,3361937796,CO,Music,"Oct 30th, 2012",A,https://youtube.com/channel/UChcn-n6L8vYHzsqOwOubdRQ,?16.9K - ?270.6K,?202.9K - ?3.2M,,
1553033279-2987,https://socialblade.com/youtube/top/5000/mostsubscribed,Mr. Gengar,https://socialblade.com/youtube/user/tirzodominguez14,Mr. Gengar,3353,3263559,2436844251,MX,Entertainment,"Dec 26th, 2011",A+,https://youtube.com/channel/UCMUe6RDsjPFO1gbl_5EweKA,?91K - ?1.5M,?1.1M - ?17.5M,,
1553033287-2989,https://socialblade.com/youtube/top/5000/mostsubscribed,Receitas de Pai,https://socialblade.com/youtube/c/receitasdepai,Receitas de Pai,401,3262404,172211060,BR,People,"Jan 8th, 2016",B+,https://youtube.com/channel/UCF5WzS-iBJRfp_EcFI-GT1w,?2.6K - ?41.9K,?31.4K - ?503.1K,,
1553033314-2995,https://socialblade.com/youtube/top/5000/mostsubscribed,MR. INDIAN HACKER,https://socialblade.com/youtube/c/mrindianhacker,MR. INDIAN HACKER,236,3262229,324404730,IN,,"Jun 21st, 2012",A-,https://youtube.com/channel/UCSiDGb0MnHFGjs4E2WKvShw,?8.8K - ?140.5K,?105.3K - ?1.7M,,
1553033336-3000,https://socialblade.com/youtube/top/5000/mostsubscribed,Desi Perkins,https://socialblade.com/youtube/c/desiperkins,Desi Perkins,334,3261369,218085931,US,Howto,"Aug 17th, 2013",B,https://youtube.com/channel/UCG9nVSLp4nQlW79sY5ihRrg,?485 - ?7.8K,?5.8K - ?93.2K,,
1553033271-2985,https://socialblade.com/youtube/top/5000/mostsubscribed,FAMILY BOX,https://socialblade.com/youtube/channel/UC-jHNWViReG6R_kJ6b45FdQ,FAMILY BOX,548,3260762,2062653612,RU,People,"Jan 21st, 2015",A,https://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ,?56.7K - ?906.6K,?680K - ?10.9M,,
1553033322-2997,https://socialblade.com/youtube/top/5000/mostsubscribed,MariahCareyVEVO,https://socialblade.com/youtube/user/mariahcareyvevo,MariahCareyVEVO,173,3258672,3588989043,US,Music,"May 12th, 2009",B+,https://youtube.com/channel/UClS0wn3LPs9jdX_yt2g1k8w,?9.6K - ?153.3K,?114.9K - ?1.8M,,
1553033310-2994,https://socialblade.com/youtube/top/5000/mostsubscribed,Kyler and Mad,https://socialblade.com/youtube/c/kylerandmad,Kyler and Mad,406,3257877,520413645,US,People,"Nov 29th, 2016",B+,https://youtube.com/channel/UCJTyunmsBLj20wyguh6uMig,?6.3K - ?100.9K,?75.7K - ?1.2M,,
1553033276-2986,https://socialblade.com/youtube/top/5000/mostsubscribed,The Urdu Teacher,https://socialblade.com/youtube/c/theurduteacher,The Urdu Teacher,769,3256628,268894164,PK,Education,"Feb 6th, 2017",B,https://youtube.com/channel/UCbEW8ye_j0HuPFXyiYyQnLg,?2K - ?32.5K,?24.4K - ?390.6K,,
1553033302-2992,https://socialblade.com/youtube/top/5000/mostsubscribed,TXT,https://socialblade.com/youtube/c/zombiev4tienxinhtrai,TXT,3234,3255144,1479023296,VN,People,"May 21st, 2014",B+,https://youtube.com/channel/UCShzY_Zghxhkdkh5nSWyBVg,?9.4K - ?150.8K,?113.1K - ?1.8M,,
1553033259-2982,https://socialblade.com/youtube/top/5000/mostsubscribed,????????? ??? ??,https://socialblade.com/youtube/channel/UCnBTGpEQ3LGPW2Shh7fiabg,????????? ??? ? ??????,321,3252456,1078346546,RU,Entertainment,"Dec 16th, 2014",A-,https://youtube.com/channel/UCnBTGpEQ3LGPW2Shh7fiabg,?10.8K - ?172.7K,?129.5K - ?2.1M,,
1553033284-2988,https://socialblade.com/youtube/top/5000/mostsubscribed,Sophia Grace,https://socialblade.com/youtube/c/sophiagrace,Sophia Grace,123,3251796,739659536,GB,People,"Sep 15th, 2011",B,https://youtube.com/channel/UCBbl9TWafqQcPfsdG32t--A,?593 - ?9.5K,?7.1K - ?113.9K,,
1553033263-2983,https://socialblade.com/youtube/top/5000/mostsubscribed,Mon Laferte,https://socialblade.com/youtube/user/monlaferte,Mon Laferte,89,3251341,50882893,CL,Music,"Apr 26th, 2011",B-,https://youtube.com/channel/UCn51E6eKnnLklWOcdFT3w5A,?77 - ?1.2K,?922 - ?14.7K,,
1553033267-2984,https://socialblade.com/youtube/top/5000/mostsubscribed,Baby Show TV,https://socialblade.com/youtube/c/babyshowtv,Baby Show TV,21,3249891,724503266,US,Entertainment,"Jul 15th, 2015",D-,https://youtube.com/channel/UCvZwfJYg92JqgZ4NGHHLgyw,?5.6K - ?88.8K,?66.6K - ?1.1M,,
1553033255-2981,https://socialblade.com/youtube/top/5000/mostsubscribed,cutepolish,https://socialblade.com/youtube/user/cutepolish,cutepolish,482,3248118,482696089,CA,Howto,"Feb 11th, 2010",B,https://youtube.com/channel/UCT8z80a4ESgO2Y4qajk-iXw,?417 - ?6.7K,?5K - ?80K,,
1553033235-2976,https://socialblade.com/youtube/top/5000/mostsubscribed,"Animal Aid Unlimited, India",https://socialblade.com/youtube/user/animalaidunlimited,"Animal Aid Unlimited, India",225,3247555,934665392,IN,Animals,"Aug 2nd, 2008",B+,https://youtube.com/channel/UC4kyYTypYb3mQ6ZL25kly6g,?16.8K - ?268.7K,?201.5K - ?3.2M,,
1553033219-2972,https://socialblade.com/youtube/top/5000/mostsubscribed,Islamic Teacher Official,https://socialblade.com/youtube/channel/UC1XrhzT6FGdc9eAso7Kv3CQ,Islamic Teacher Official,919,3244901,350536942,PK,Education,"Sep 29th, 2016",B+,https://youtube.com/channel/UC1XrhzT6FGdc9eAso7Kv3CQ,?3.6K - ?57.1K,?42.8K - ?684.8K,,
1553033247-2979,https://socialblade.com/youtube/top/5000/mostsubscribed,Nexxuz World,https://socialblade.com/youtube/c/nexxuzworld,Nexxuz World,1080,3243474,952173629,ES,Entertainment,"Dec 13th, 2014",B+,https://youtube.com/channel/UCggHFGmLDDStxyM-uy9DYnQ,?6.8K - ?108K,?81K - ?1.3M,,
1553033239-2977,https://socialblade.com/youtube/top/5000/mostsubscribed,NiceNienke,https://socialblade.com/youtube/user/nicenienke,NiceNienke,173,3243219,135007735,BR,Entertainment,"May 4th, 2012",B,https://youtube.com/channel/UCGwC98aVFnR2vgWldNJg-Cw,?652 - ?10.4K,?7.8K - ?125.2K,,
1553033192-2965,https://socialblade.com/youtube/top/5000/mostsubscribed,Technology Gyan,https://socialblade.com/youtube/c/technologygyan,Technology Gyan,396,3242084,144768153,IN,Tech,"Nov 17th, 2015",B+,https://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA,?2.6K - ?41.8K,?31.3K - ?501.1K,,
1553033201-2967,https://socialblade.com/youtube/top/5000/mostsubscribed,Dom TV,https://socialblade.com/youtube/channel/UCtbI3jXmBRdLvTZdi9bn7nQ,Dom TV,116,3240614,912178483,JP,,"Nov 22nd, 2016",A,https://youtube.com/channel/UCtbI3jXmBRdLvTZdi9bn7nQ,?24.9K - ?397.8K,?298.3K - ?4.8M,,
1553033208-2969,https://socialblade.com/youtube/top/5000/mostsubscribed,TBJZL,https://socialblade.com/youtube/user/tbjzl,TBJZL,842,3240148,350694060,GB,Games,"Nov 16th, 2011",B,,?655 - ?10.5K,?7.9K - ?125.8K,,
1553033227-2974,https://socialblade.com/youtube/top/5000/mostsubscribed,???,https://socialblade.com/youtube/channel/UC-i2ywiuvjvpTy2zW-tXfkw,???,3230,3239557,1506811241,KR,People,"Mar 28th, 2015",B+,https://youtube.com/channel/UC-i2ywiuvjvpTy2zW-tXfkw,?10.8K - ?172.5K,?129.4K - ?2.1M,,
1553033119-2950,https://socialblade.com/youtube/top/5000/mostsubscribed,CineFix,https://socialblade.com/youtube/user/cinefix,CineFix,1983,3239378,723234193,US,Entertainment,"Jun 24th, 2006",B,,?2.2K - ?35.2K,?26.4K - ?422.4K,,
1553033224-2973,https://socialblade.com/youtube/top/5000/mostsubscribed,Paluten,https://socialblade.com/youtube/c/paluten---,Paluten,4886,3237575,2027374885,DE,Games,"Oct 17th, 2012",A-,https://youtube.com/channel/UCOzqhzAIw4JTJIMkDTfLnkg,?11K - ?176.7K,?132.5K - ?2.1M,,
1553033194-2966,https://socialblade.com/youtube/top/5000/mostsubscribed,RK Duggal Studios,https://socialblade.com/youtube/user/rkddigital,RK Duggal Studios,669,3234956,826279203,IN,Entertainment,"Mar 14th, 2014",A-,https://youtube.com/channel/UCjBwQ6M9QyCgO5Pp-TQRFUA,?14.3K - ?229.1K,?171.9K - ?2.7M,,
1553033215-2971,https://socialblade.com/youtube/top/5000/mostsubscribed,BlackMVEVO,https://socialblade.com/youtube/user/blackmvevo,BlackMVEVO,115,3233814,1328111209,US,Music,"Aug 26th, 2013",B,https://youtube.com/channel/UCW9wAlHYNUyauqIZVE46FmA,?2.7K - ?43.7K,?32.7K - ?523.8K,,
1553033211-2970,https://socialblade.com/youtube/top/5000/mostsubscribed,KianAndJc,https://socialblade.com/youtube/c/kian_andjc,KianAndJc,368,3233742,541519188,US,People,"Jul 27th, 2014",B,https://youtube.com/channel/UC_DptbqTndVt_Im3KkuIK5Q,?2.4K - ?38.5K,?28.8K - ?461.5K,,
1553033169-2960,https://socialblade.com/youtube/top/5000/mostsubscribed,Danny Ocean,https://socialblade.com/youtube/c/dannyocean,Danny Ocean,17,3233535,1951859143,US,Music,"Aug 14th, 2009",A-,https://youtube.com/channel/UC8OjoQHmGd7fDWluxKlQGdg,?11.1K - ?177.2K,?132.9K - ?2.1M,,
1553033203-2968,https://socialblade.com/youtube/top/5000/mostsubscribed,Popular on YouTube - United Kingdom,https://socialblade.com/youtube/channel/UCR44SO_mdyRq-aTJHO5QxAw,Popular on YouTube - United Kingdom,0,3231421,0,,Games,"Jan 13th, 2014",D-,https://youtube.com/channel/UCR44SO_mdyRq-aTJHO5QxAw,?0 - ?0,?0 - ?0,,
1553033185-2964,https://socialblade.com/youtube/top/5000/mostsubscribed,schmoyoho,https://socialblade.com/youtube/c/smoyoho,schmoyoho,199,3229630,930351948,US,Comedy,"Dec 10th, 2006",B,https://youtube.com/channel/UCNYrK4tc5i1-eL8TXesH2pg,?724 - ?11.6K,?8.7K - ?138.9K,,
1553033183-2963,https://socialblade.com/youtube/top/5000/mostsubscribed,Joueur Du Grenier,https://socialblade.com/youtube/c/joueurdugrenie,Joueur Du Grenier,121,3229394,663183864,FR,Games,"Sep 29th, 2009",B,https://youtube.com/channel/UC_yP2DpIgs5Y1uWC0T03Chw,?1.9K - ?29.9K,?22.4K - ?358.3K,,
1553033079-2941,https://socialblade.com/youtube/top/5000/mostsubscribed,Your Ayurveda Tips,https://socialblade.com/youtube/channel/UCVdJk6K4LpkXaUvfjd4k4LQ,Your Ayurveda Tips,301,3228683,195870757,,,"Aug 14th, 2016",B+,https://youtube.com/channel/UCVdJk6K4LpkXaUvfjd4k4LQ,?6.8K - ?109.2K,?81.9K - ?1.3M,,
1553033155-2957,https://socialblade.com/youtube/top/5000/mostsubscribed,Travel Thirsty,https://socialblade.com/youtube/user/travelthirstyblog,Travel Thirsty,421,3228272,1120438204,US,Travel,"Jan 20th, 2013",B+,https://youtube.com/channel/UCHKVXtT1YBCYUnnr4apqXfg,?10.4K - ?166.2K,?124.6K - ?2M,,
1553033165-2959,https://socialblade.com/youtube/top/5000/mostsubscribed,MoreTDM,https://socialblade.com/youtube/user/moretdm,MoreTDM,197,3228095,538762086,GB,People,"Oct 2nd, 2014",B,,?452 - ?7.2K,?5.4K - ?86.8K,,
1553033157-2958,https://socialblade.com/youtube/top/5000/mostsubscribed,Jove,https://socialblade.com/youtube/c/jove[virtus.pro],Jove,3505,3225082,1170197158,RU,Games,"Jan 6th, 2009",B,https://youtube.com/channel/UCDx2-SCLzDaC4vlh2PCGYQA,?2.8K - ?44.5K,?33.4K - ?534.2K,,
1553033146-2955,https://socialblade.com/youtube/top/5000/mostsubscribed,Shaaanxo,https://socialblade.com/youtube/c/shaaanxo////,Shaaanxo,1366,3223795,417429942,NZ,Howto,"Jan 18th, 2009",B,https://youtube.com/channel/UCMpOz2KEfkSdd5JeIJh_fxw,?916 - ?14.7K,?11K - ?175.8K,,
1553033125-2952,https://socialblade.com/youtube/top/5000/mostsubscribed,Daily Fortnite Battle Royale?,https://socialblade.com/youtube/channel/UCUPwakTy_PtUBdY1HrgqaaA,Daily Fortnite Battle Royale Moments,997,3223607,860668840,US,,"Oct 12th, 2017",B+,https://youtube.com/channel/UCUPwakTy_PtUBdY1HrgqaaA,?7.9K - ?126K,?94.5K - ?1.5M,,
1553033107-2948,https://socialblade.com/youtube/top/5000/mostsubscribed,cricket.com.au,https://socialblade.com/youtube/c/cricketaustralia,cricket.com.au,7436,3222218,1004481218,AU,Sports,"Dec 5th, 2008",B+,https://youtube.com/channel/UCkBY0aHJP9BwjZLDYxAQrKg,?8.2K - ?130.9K,?98.2K - ?1.6M,,
1553033129-2953,https://socialblade.com/youtube/top/5000/mostsubscribed,Tiffany Alvord,https://socialblade.com/youtube/user/tiffanyalvord,Tiffany Alvord,385,3222078,662875316,US,Music,"Apr 14th, 2008",B-,https://youtube.com/channel/UCR-ENZ64WL1vB8KU4YzdmTQ,?272 - ?4.3K,?3.3K - ?52.2K,,
1553033103-2947,https://socialblade.com/youtube/top/5000/mostsubscribed,The Icing Artist,https://socialblade.com/youtube/c/theicingartist,The Icing Artist,278,3220239,667168443,CA,Howto,"Sep 11th, 2013",B+,https://youtube.com/channel/UC500_29hTGKAj6GBmSoMiBw,?3.9K - ?62.4K,?46.8K - ?749K,,
1553033087-2943,https://socialblade.com/youtube/top/5000/mostsubscribed,Voice of Heart Music,https://socialblade.com/youtube/c/voiceofheartmusicofficial,Voice of Heart Music,836,3218693,1197838378,IN,Music,"Aug 17th, 2015",A-,https://youtube.com/channel/UCn03Sav2sCFB35wvS_dhznw,?12K - ?191.4K,?143.6K - ?2.3M,,
1553033090-2944,https://socialblade.com/youtube/top/5000/mostsubscribed,YellowBrickCinema - Relaxing Music,https://socialblade.com/youtube/c/yellowbrickcinema,YellowBrickCinema - Relaxing Music,2240,3217554,1168884468,US,Music,"Jan 19th, 2013",B+,https://youtube.com/channel/UCwobzUc3z-0PrFpoRxNszXQ,?5.5K - ?88.1K,?66.1K - ?1.1M,,
1553033101-2946,https://socialblade.com/youtube/top/5000/mostsubscribed,JuanGabrielVEVO,https://socialblade.com/youtube/user/juangabrielvevo,JuanGabrielVEVO,240,3217080,3009560856,US,Music,"Oct 15th, 2009",B+,https://youtube.com/channel/UCWANPVmVKsJUg2ed9hK2r9w,?10.4K - ?165.7K,?124.2K - ?2M,,
1553033084-2942,https://socialblade.com/youtube/top/5000/mostsubscribed,SkyrockFM,https://socialblade.com/youtube/c/skyrockfm,SkyrockFM,3338,3216818,1127031939,FR,Music,"Mar 14th, 2013",B+,https://youtube.com/channel/UC5BYACI8gIm3wDlVnhKFG5A,?9.5K - ?152.6K,?114.4K - ?1.8M,,
1553033094-2945,https://socialblade.com/youtube/top/5000/mostsubscribed,Wong Fu Productions,https://socialblade.com/youtube/c/wongfu,Wong Fu Productions,536,3215896,539068596,US,Entertainment,"Apr 25th, 2007",B,https://youtube.com/channel/UCutXfzLC5wrV3SInT_tdY0w,?427 - ?6.8K,?5.1K - ?82K,,
1553033053-2936,https://socialblade.com/youtube/top/5000/mostsubscribed,EL DEMENTE,https://socialblade.com/youtube/c/eldemente,EL DEMENTE,342,3214364,400886706,AR,Entertainment,"Dec 20th, 2012",B+,https://youtube.com/channel/UCmWPqUFtuWO7DrSgdlUzT3w,?10.5K - ?167.9K,?125.9K - ?2M,,
1553033071-2940,https://socialblade.com/youtube/top/5000/mostsubscribed,penguinz0,https://socialblade.com/youtube/user/penguinz0,penguinz0,1706,3213306,933634962,US,Games,"May 7th, 2007",B+,https://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg,?6.5K - ?103.5K,?77.7K - ?1.2M,,
1553033056-2937,https://socialblade.com/youtube/top/5000/mostsubscribed,Candy Play TV,https://socialblade.com/youtube/c/candyplaytv,Candy Play TV,401,3212925,1198040035,US,Education,"Feb 9th, 2016",B+,https://youtube.com/channel/UCfBZQnAn5PGkLBAhUW2xU_w,?10K - ?159.8K,?119.8K - ?1.9M,,
1553033069-2939,https://socialblade.com/youtube/top/5000/mostsubscribed,WithZack,https://socialblade.com/youtube/c/with-zack,WithZack,1360,3212662,748550160,ES,Games,"May 26th, 2016",B+,https://youtube.com/channel/UCjmGtPZMS9kSLheN4MYO2XQ,?4.5K - ?71.3K,?53.5K - ?855.9K,,
1553033037-2933,https://socialblade.com/youtube/top/5000/mostsubscribed,Steve TV Show,https://socialblade.com/youtube/c/stevetvshow,Steve TV Show,7939,3211592,1659441255,US,Entertainment,"Jun 21st, 2012",A-,https://youtube.com/channel/UCEs-zSwH2NYGskxF-ptoT1w,?16.2K - ?259.6K,?194.7K - ?3.1M,,
1553033047-2935,https://socialblade.com/youtube/top/5000/mostsubscribed,Mamute Congelado,https://socialblade.com/youtube/c/mamutecongelado,Mamute Congelado,374,3211039,226014093,BR,,"Jul 18th, 2016",B,https://youtube.com/channel/UCo3SoV1pJPQPJSDVKdurksA,?2.9K - ?46.2K,?34.7K - ?554.9K,,
1553033003-2927,https://socialblade.com/youtube/top/5000/mostsubscribed,Memeulous,https://socialblade.com/youtube/c/memeulous/////////////////////////////////////////,Memeulous,362,3210250,614340476,GB,Comedy,"Sep 5th, 2014",B+,https://youtube.com/channel/UC1o6smXb21IK3HV0yUcOFNg,?4.9K - ?78.8K,?59.1K - ?945.7K,,
1553032974-2920,https://socialblade.com/youtube/top/5000/mostsubscribed,[Awesome Haeun]????,https://socialblade.com/youtube/channel/UCcpAtOvcne_cX7gvarTgKsQ,[Awesome Haeun]????,319,3207302,438804713,KR,Music,"Jul 26th, 2014",B+,https://youtube.com/channel/UCcpAtOvcne_cX7gvarTgKsQ,?4.4K - ?70.5K,?52.9K - ?846K,,
1553033027-2931,https://socialblade.com/youtube/top/5000/mostsubscribed,Felix von der Laden,https://socialblade.com/youtube/c/felixladen,Felix von der Laden,3473,3206621,1279839930,DE,People,"Jun 10th, 2011",B,https://youtube.com/channel/UChr1sKJ27Fr6WZxAlusbo_w,?864 - ?13.8K,?10.4K - ?166K,,
1553033017-2929,https://socialblade.com/youtube/top/5000/mostsubscribed,HolaSoyGerman2,https://socialblade.com/youtube/user/holasoygerman2,HolaSoyGerman2,11,3206380,38639326,CL,Entertainment,"Oct 1st, 2011",B-,https://youtube.com/channel/UCgFDzeQoCgFPv4xQolfqs4w,?42 - ?674,?506 - ?8.1K,,
1553032991-2924,https://socialblade.com/youtube/top/5000/mostsubscribed,Febatista,https://socialblade.com/youtube/c/febatista~,Febatista,3960,3206065,657492837,BR,Games,"Oct 4th, 2011",B+,https://youtube.com/channel/UCs2AZhOnCTX0P4NtyNpuetQ,?4.1K - ?65.7K,?49.3K - ?788.4K,,
1553032999-2926,https://socialblade.com/youtube/top/5000/mostsubscribed,JacyandKacy,"https://socialblade.com/youtube/c/jacy,andkacy",JacyandKacy,697,3205478,780567709,US,People,"May 18th, 2014",B,https://youtube.com/channel/UCuxRpCqRMfZU5glUi47bWXA,?0 - ?0,?0 - ?0,,
1553032970-2919,https://socialblade.com/youtube/top/5000/mostsubscribed,Ayurved Samadhan,https://socialblade.com/youtube/c/ayurvedsamadhan,Ayurved Samadhan,2156,3203737,305828659,IN,Howto,"Jun 12th, 2016",B,https://youtube.com/channel/UC7dj0KXfEQEVNgH2arxcZdA,?1.4K - ?23K,?17.3K - ?276K,,
1553032977-2921,https://socialblade.com/youtube/top/5000/mostsubscribed,MyCupcakeAddiction,https://socialblade.com/youtube/c/mycupcakeaddiction-,MyCupcakeAddiction,596,3202288,453764209,AU,Howto,"Sep 21st, 2011",B-,https://youtube.com/channel/UCxytOEPP99jj8mqVGAO7haQ,?201 - ?3.2K,?2.4K - ?38.5K,,
1553032965-2918,https://socialblade.com/youtube/top/5000/mostsubscribed,Ice Cream Rolls,https://socialblade.com/youtube/c/icecreamrolls,Ice Cream Rolls,348,3201344,348611459,DE,Entertainment,"Oct 11th, 2011",B,https://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA,?4K - ?63.3K,?47.5K - ?760.1K,,
1553032916-2907,https://socialblade.com/youtube/top/5000/mostsubscribed,Sidul Tube,https://socialblade.com/youtube/c/sidultube,Sidul Tube,689,3201275,479178830,ID,News,"May 2nd, 2016",B+,https://youtube.com/channel/UCyIEVMhLpr-zmqZN9v2Ka_w,?7.6K - ?122.3K,?91.7K - ?1.5M,,
1553032963-2917,https://socialblade.com/youtube/top/5000/mostsubscribed,????????,https://socialblade.com/youtube/channel/UCI-t7aBR9T38EzLaNNXLLqA,????????,915,3201108,1170521647,RU,Games,"Jul 14th, 2016",A,https://youtube.com/channel/UCI-t7aBR9T38EzLaNNXLLqA,?14.5K - ?232.2K,?174.1K - ?2.8M,,
1553032948-2914,https://socialblade.com/youtube/top/5000/mostsubscribed,ZENSE Entertainment,https://socialblade.com/youtube/c/zensetv,ZENSE Entertainment,9186,3199749,1543448023,TH,Entertainment,"Dec 13th, 2010",A-,https://youtube.com/channel/UCyw69lFs9nFatEft6isn1CA,?15.1K - ?241.9K,?181.4K - ?2.9M,,
1553032941-2913,https://socialblade.com/youtube/top/5000/mostsubscribed,Working with Lemons,https://socialblade.com/youtube/c/workingwithlemons,Working with Lemons,294,3195263,1588258490,US,Entertainment,"Oct 27th, 2008",B+,https://youtube.com/channel/UCjxq9YFOGXx_wPr5Z8jidEA,?7.3K - ?116.6K,?87.5K - ?1.4M,,
1553032932-2911,https://socialblade.com/youtube/top/5000/mostsubscribed,EyshElly | ??? ????,https://socialblade.com/youtube/c/eyshely,EyshElly | ??? ????,109,3192216,396967469,SA,Entertainment,"Feb 24th, 2011",B-,https://youtube.com/channel/UCSt0Asi7Eozz78qna1d--0A,?169 - ?2.7K,?2K - ?32.4K,,
1553032922-2908,https://socialblade.com/youtube/top/5000/mostsubscribed,LifeAccordingToJimmy,https://socialblade.com/youtube/user/lifeaccordingtojimmy,LifeAccordingToJimmy,263,3191555,528765457,US,Comedy,"Nov 24th, 2011",B,https://youtube.com/channel/UCtKf_mQKvfiPvpxyKBVWBoQ,?1.7K - ?26.5K,?19.9K - ?318.6K,,
