web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link-href,MonthlyEarnings,YearlyEarnings,,
1553033876-3130,https://socialblade.com/youtube/top/5000/mostsubscribed,Mr. Kate,"https://socialblade.com/youtube/c/mr,kate",Mr. Kate,546,3374590,286286543,US,Howto,"Aug 26th, 2009",B,https://youtube.com/channel/UCDVPcEbVLQgLZX0Rt6jo34A,?1.4K - ?22K,?16.5K - ?264.5K,,
1553033868-3128,https://socialblade.com/youtube/top/5000/mostsubscribed,??????,https://socialblade.com/youtube/c/%d8%a5%d8%b3%d9%88%d8%a7%d8%b1%d8%a9,??????,398,3374268,434990186,NL,Entertainment,"Apr 22nd, 2014",B,https://youtube.com/channel/UCCsItl87tX8FubqNbdqOlhA,?727 - ?11.6K,?8.7K - ?139.6K,,
1553033866-3127,https://socialblade.com/youtube/top/5000/mostsubscribed,Biel T? Online !,https://socialblade.com/youtube/c/gabrielsthephannyvlog,Biel T? Online !,171,3372309,150913100,BR,Entertainment,"Oct 9th, 2007",B-,https://youtube.com/channel/UC1LG7YDL7OLD6VvdPAmyjiA,?75 - ?1.2K,?904 - ?14.5K,,
1553033856-3125,https://socialblade.com/youtube/top/5000/mostsubscribed,Big Sean,https://socialblade.com/youtube/user/bseandon,Big Sean,160,3372172,102129901,US,Entertainment,"May 14th, 2007",B-,https://youtube.com/channel/UCYFyHJMMKd7C8M0_TsleUQA,?65 - ?1K,?778 - ?12.4K,,
1553033843-3122,https://socialblade.com/youtube/top/5000/mostsubscribed,CarlyRaeMusic,https://socialblade.com/youtube/user/carlyraemusic,CarlyRaeMusic,50,3371681,4377669,CA,Music,"Aug 4th, 2009",B-,https://youtube.com/channel/UC-4NAdFIP6h9BmtGUFL94Pg,?232 - ?3.7K,?2.8K - ?44.6K,,
1553033829-3118,https://socialblade.com/youtube/top/5000/mostsubscribed,"Fran, Bel e Nina Kids",https://socialblade.com/youtube/c/ninaparameninas,"Fran, Bel e Nina Kids",610,3371367,662353243,BR,Entertainment,"Mar 17th, 2015",A-,https://youtube.com/channel/UCE8tUeSgY2xlE5ZPCjl-S1w,?9.3K - ?148.4K,?111.3K - ?1.8M,,
1553033847-3123,https://socialblade.com/youtube/top/5000/mostsubscribed,videogames,https://socialblade.com/youtube/user/videogames,videogames,2422,3369357,899326605,US,Games,"Apr 12th, 2006",B-,https://youtube.com/channel/UCJM0ZIGPX2pad8IzopUkbIg,?20 - ?322,?241 - ?3.9K,,
1553033811-3114,https://socialblade.com/youtube/top/5000/mostsubscribed,Mano Walter,https://socialblade.com/youtube/user/oficialmanowalter,Mano Walter,27,3366653,145441377,BR,Music,"May 29th, 2013",B+,https://youtube.com/channel/UCVMZ4ElJeNP2w_ncofb3DRw,?4.4K - ?71K,?53.3K - ?852.1K,,
1553033831-3119,https://socialblade.com/youtube/top/5000/mostsubscribed,GameSprout,https://socialblade.com/youtube/user/gamesprout,GameSprout,2256,3366252,1282039774,GB,Games,"May 16th, 2011",B+,https://youtube.com/channel/UCt8CdzMEoTie3iix3KmvV7A,?3K - ?47.8K,?35.8K - ?573.1K,,
1553033819-3116,https://socialblade.com/youtube/top/5000/mostsubscribed,R?o Roma,https://socialblade.com/youtube/user/rioromamx,R?o Roma,104,3365982,173561563,MX,Entertainment,"Nov 3rd, 2010",B,https://youtube.com/channel/UCpRHv7Tg-o4slDsB5jvTiWw,?715 - ?11.4K,?8.6K - ?137.3K,,
1553033824-3117,https://socialblade.com/youtube/top/5000/mostsubscribed,YandelVEVO,https://socialblade.com/youtube/user/yandelvevo,YandelVEVO,99,3365209,2264868563,US,Music,"May 12th, 2009",B+,https://youtube.com/channel/UCJgPnkjLwGgbzfbaeJvBlVQ,?4.4K - ?70K,?52.5K - ?840.1K,,
1553033414-3017,https://socialblade.com/youtube/top/5000/mostsubscribed,Brytiago Cartel Records,https://socialblade.com/youtube/user/brytiagotv,Brytiago Cartel Records,30,3364356,1378783571,null,Music,"Jul 16th, 2014",A,,?21.2K - ?338.8K,?254.1K - ?4.1M,,
1553033795-3110,https://socialblade.com/youtube/top/5000/mostsubscribed,TheRelaxingEnd,https://socialblade.com/youtube/c/therelaxingend,TheRelaxingEnd,3552,3364184,811349949,FI,Games,"Jan 2nd, 2011",B+,https://youtube.com/channel/UCWVuy4NPohItH9-Gr7e8wqw,?3.9K - ?63.1K,?47.3K - ?756.9K,,
1553033807-3113,https://socialblade.com/youtube/top/5000/mostsubscribed,The News Total,https://socialblade.com/youtube/c/thenewstotal,The News Total,143,3361572,180899168,IN,People,"Jan 2nd, 2017",B,https://youtube.com/channel/UCHifU9A81EtAM4qY5dNApIw,?1.6K - ?25.9K,?19.4K - ?310.5K,,
1553033791-3109,https://socialblade.com/youtube/top/5000/mostsubscribed,MikelTube,https://socialblade.com/youtube/c/mikeltubetv,MikelTube,608,3361182,2068905195,ES,Entertainment,"Aug 30th, 2015",A,https://youtube.com/channel/UCBxS7NaGh7__pEbv898gKvw,?27.3K - ?436.2K,?327.1K - ?5.2M,,
1553033763-3102,https://socialblade.com/youtube/top/5000/mostsubscribed,Rathore Cassettes,https://socialblade.com/youtube/user/rathorvideo,Rathore Cassettes,2841,3356406,1099435082,IN,Entertainment,"Mar 7th, 2013",A,https://youtube.com/channel/UCbSGbqIVds2FiYn-0v0AqSA,?17.4K - ?278.9K,?209.2K - ?3.3M,,
1553033787-3108,https://socialblade.com/youtube/top/5000/mostsubscribed,Toy Trains 4u,https://socialblade.com/youtube/c/toytrains4ucouk,Toy Trains 4u,3162,3356103,4565950046,GB,Entertainment,"Mar 25th, 2007",B+,https://youtube.com/channel/UCLF-kfM8ZxHQ9lW_lpu_thw,?6.8K - ?109.3K,?81.9K - ?1.3M,,
1553033714-3091,https://socialblade.com/youtube/top/5000/mostsubscribed,Senya ToysReview,https://socialblade.com/youtube/c/senyatoysreview,Senya ToysReview,119,3356027,996880316,US,Games,"Jan 30th, 2017",A,https://youtube.com/channel/UCtVmCA5qjxCiktUd3dZu5hg,?31.7K - ?506.4K,?379.8K - ?6.1M,,
1553033783-3107,https://socialblade.com/youtube/top/5000/mostsubscribed,????? TV,https://socialblade.com/youtube/c/afonyatv,????? TV,58,3355594,266693638,RU,Comedy,"Jul 4th, 2014",A,https://youtube.com/channel/UCLQTgW5IpinVwpkr3BA9GxQ,?9.6K - ?154.1K,?115.6K - ?1.8M,,
1553033781-3106,https://socialblade.com/youtube/top/5000/mostsubscribed,Que diabos?,https://socialblade.com/youtube/c/quediabos,Que diabos?,156,3352052,206491633,BR,Entertainment,"Feb 11th, 2016",B,https://youtube.com/channel/UCVM8Jz1fKsMxr6cyuuF4KUA,?1.7K - ?26.5K,?19.9K - ?317.8K,,
1553033750-3100,https://socialblade.com/youtube/top/5000/mostsubscribed,Kitchen Nightmares,https://socialblade.com/youtube/user/kitchennightmares,Kitchen Nightmares,927,3350607,1786248076,GB,Entertainment,"Aug 4th, 2008",A-,https://youtube.com/channel/UCUZzyuAlhHNP3oiuMjn7RfQ,?11.7K - ?186.9K,?140.2K - ?2.2M,,
1553033765-3103,https://socialblade.com/youtube/top/5000/mostsubscribed,10ocupados,https://socialblade.com/youtube/c/os10ocupados,10ocupados,287,3350039,393532796,BR,Comedy,"Jun 27th, 2013",B,https://youtube.com/channel/UCmQojAcMgS-mkTAjGccZqrQ,?1.4K - ?21.9K,?16.5K - ?263.4K,,
1553033746-3099,https://socialblade.com/youtube/top/5000/mostsubscribed,Me contro Te,https://socialblade.com/youtube/user/mecontrote,Me contro Te,803,3349146,1961980088,IT,Entertainment,"Sep 28th, 2014",A,https://youtube.com/channel/UCfGk2x9k0vE14OoMlifGLCg,?25.9K - ?414.9K,?311.2K - ?5M,,
1553033738-3097,https://socialblade.com/youtube/top/5000/mostsubscribed,Red Arcade,https://socialblade.com/youtube/c/redarcade,Red Arcade,304,3347212,965029134,NO,Games,"Nov 28th, 2014",A-,https://youtube.com/channel/UCHZZo1h1cI1vg4I9g2RqOUQ,?11.2K - ?178.8K,?134.1K - ?2.1M,,
1553033754-3101,https://socialblade.com/youtube/top/5000/mostsubscribed,Maddie Ziegler,https://socialblade.com/youtube/c/maddieziegler,Maddie Ziegler,38,3346921,150756378,US,People,"Nov 9th, 2015",B,https://youtube.com/channel/UCTn6eUt2dRO_iaH_q49yHzg,?392 - ?6.3K,?4.7K - ?75.2K,,
1553033718-3092,https://socialblade.com/youtube/top/5000/mostsubscribed,Azteca Novelas,https://socialblade.com/youtube/c/aztecanovelas,Azteca Novelas,8031,3345926,2263715518,MX,Entertainment,"Apr 3rd, 2012",A-,https://youtube.com/channel/UCq49Dchmdahq2tS9TJCv7XQ,?13.8K - ?220.2K,?165.2K - ?2.6M,,
1553033730-3095,https://socialblade.com/youtube/top/5000/mostsubscribed,SovietWomble,https://socialblade.com/youtube/c/sovietwomble~,SovietWomble,172,3342938,658329580,GB,Games,"Jun 26th, 2011",B,https://youtube.com/channel/UCQD3awTLw9i8Xzh85FKsuJA,?2.7K - ?42.7K,?32.1K - ?512.9K,,
1553033734-3096,https://socialblade.com/youtube/top/5000/mostsubscribed,EvanescenceVEVO,https://socialblade.com/youtube/user/evanescencevevo,EvanescenceVEVO,50,3342877,1926405118,US,Music,"Nov 13th, 2009",B+,https://youtube.com/channel/UCDDmukrq0bwckrp09bNt-Rw,?5.8K - ?92.4K,?69.3K - ?1.1M,,
1553033710-3090,https://socialblade.com/youtube/top/5000/mostsubscribed,Top 10s,https://socialblade.com/youtube/c/top10stv,Top 10s,724,3341495,1138240753,US,Education,"Mar 8th, 2015",B+,https://youtube.com/channel/UCRyIP2oznv4UPAl1jmKS5kA,?3K - ?48.4K,?36.3K - ?580.3K,,
1553033629-3070,https://socialblade.com/youtube/top/5000/mostsubscribed,BoomSniper,https://socialblade.com/youtube/channel/UCJdkSOKRCzXe0ntaA4tbDsg,BoomSniper,294,3340540,342507419,,,"Feb 28th, 2017",A,https://youtube.com/channel/UCJdkSOKRCzXe0ntaA4tbDsg,?19.4K - ?309.8K,?232.4K - ?3.7M,,
1553033706-3089,https://socialblade.com/youtube/top/5000/mostsubscribed,Ema&Eric Giant Surprise,https://socialblade.com/youtube/c/ericsurprisegiant4you,Ema&Eric Giant Surprise,257,3338656,938472554,US,Entertainment,"Feb 4th, 2013",B-,https://youtube.com/channel/UCdlf4s-ckOfSE-tTBeMBITg,?0 - ?0,?0 - ?0,,
1553033697-3087,https://socialblade.com/youtube/top/5000/mostsubscribed,Vn Kids,https://socialblade.com/youtube/user/hoangdiep92,Vn Kids,89,3337126,238782481,VN,Music,"May 25th, 2010",B+,https://youtube.com/channel/UC9-bW1-aXpLxJiSvFxtVt7A,?3.1K - ?48.9K,?36.7K - ?587.1K,,
1553033687-3084,https://socialblade.com/youtube/top/5000/mostsubscribed,Animal Planet,https://socialblade.com/youtube/c/animalplanet,Animal Planet,4965,3336906,1697708892,US,Entertainment,"Feb 14th, 2007",B+,https://youtube.com/channel/UCkEBDbzLyH-LbB2FgMoSMaQ,?6.6K - ?105.9K,?79.4K - ?1.3M,,
1553033689-3085,https://socialblade.com/youtube/top/5000/mostsubscribed,Ricky Dillon,https://socialblade.com/youtube/c/rickydillonofficial,Ricky Dillon,473,3333418,406543649,US,Comedy,"Jan 17th, 2009",B,https://youtube.com/channel/UCBxs6sUSOJ3UUATAi4rp30w,?435 - ?7K,?5.2K - ?83.5K,,
1553033673-3081,https://socialblade.com/youtube/top/5000/mostsubscribed,AbstrachujeTV,https://socialblade.com/youtube/c/abstrachuje.tv,AbstrachujeTV,230,3330753,1051087544,PL,Comedy,"Oct 4th, 2012",B+,https://youtube.com/channel/UCTISYi9ABujrrI1Slg3ZDBA,?3.4K - ?53.7K,?40.3K - ?644.8K,,
1553033665-3079,https://socialblade.com/youtube/top/5000/mostsubscribed,TecMundo,https://socialblade.com/youtube/c/~tecmundo,TecMundo,5927,3329206,595698704,BR,Tech,"Oct 20th, 2006",B,https://youtube.com/channel/UCdmGjywrxeOPfC7vDllmSgQ,?1.5K - ?23.3K,?17.4K - ?279.2K,,
1553033649-3075,https://socialblade.com/youtube/top/5000/mostsubscribed,Bodybuilding workout Routine And?,https://socialblade.com/youtube/channel/UCxjc8mUzILAiXGPf1lBhqdQ,Bodybuilding workout Routine And Diet?,185,3326803,184167472,IN,Education,"May 16th, 2015",B+,https://youtube.com/channel/UCxjc8mUzILAiXGPf1lBhqdQ,?3.7K - ?59.2K,?44.4K - ?709.9K,,
1553033653-3076,https://socialblade.com/youtube/top/5000/mostsubscribed,Mohamed AlSalim | ?????,https://socialblade.com/youtube/c/mohamedalsalim,Mohamed AlSalim | ???? ??????,149,3325351,1072551060,IQ,Music,"Sep 14th, 2014",B+,https://youtube.com/channel/UCd3PaZEcxNru29bA4--WL_A,?4.7K - ?74.7K,?56.1K - ?896.8K,,
1553033657-3077,https://socialblade.com/youtube/top/5000/mostsubscribed,Ladylike,https://socialblade.com/youtube/c/lady-like,Ladylike,256,3324276,639317562,US,People,"Mar 8th, 2017",B+,https://youtube.com/channel/UCcOeS5aEIadAhKtJ9_VKAIw,?4.8K - ?77.5K,?58.1K - ?929.9K,,
1553033626-3069,https://socialblade.com/youtube/top/5000/mostsubscribed,Tech Series,https://socialblade.com/youtube/channel/UCpzPENOZcyAsKD6aBK0FLAw,Tech Series,549,3324184,99801581,,,"Nov 13th, 2017",B,https://youtube.com/channel/UCpzPENOZcyAsKD6aBK0FLAw,?825 - ?13.2K,?9.9K - ?158.4K,,
1553033646-3074,https://socialblade.com/youtube/top/5000/mostsubscribed,BARBIE FILMES BR,https://socialblade.com/youtube/channel/UChWJfq0sMKpTpDpp9jsrrkQ,BARBIE FILMES BR,264,3323815,791005143,BR,Entertainment,"Jul 17th, 2016",B+,https://youtube.com/channel/UChWJfq0sMKpTpDpp9jsrrkQ,?11.1K - ?177.6K,?133.2K - ?2.1M,,
1553033641-3073,https://socialblade.com/youtube/top/5000/mostsubscribed,Backstreet Boys,https://socialblade.com/youtube/c/backstreetboys,Backstreet Boys,91,3323080,24066247,US,Music,"Feb 24th, 2009",B-,https://youtube.com/channel/UC1OR2YNQLZJYFdQjFrPWvVw,?119 - ?1.9K,?1.4K - ?22.9K,,
1553033621-3068,https://socialblade.com/youtube/top/5000/mostsubscribed,Sen Anlat Karadeniz,https://socialblade.com/youtube/channel/UCZSKbSg4xlgvKYk7ET7awpA,Sen Anlat Karadeniz,1333,3319018,1875033714,TR,,"Dec 22nd, 2017",A,https://youtube.com/channel/UCZSKbSg4xlgvKYk7ET7awpA,?20.4K - ?326.2K,?244.6K - ?3.9M,,
1553033609-3065,https://socialblade.com/youtube/top/5000/mostsubscribed,Farmees Portugu?s - Can??es dos?,https://socialblade.com/youtube/channel/UCfQiA455x2qMpnYNyfyYi-w,Farmees Portugu?s - Can??es dos mi?dos,561,3318855,1075638508,BR,People,"Jan 22nd, 2016",B+,https://youtube.com/channel/UCfQiA455x2qMpnYNyfyYi-w,?6.5K - ?104.5K,?78.4K - ?1.3M,,
1553033617-3067,https://socialblade.com/youtube/top/5000/mostsubscribed,Discovery,https://socialblade.com/youtube/c/discoverychannel,Discovery,7769,3317429,1543457479,US,Entertainment,"Dec 13th, 2006",B+,https://youtube.com/channel/UCqOoboPm3uhY_YXhvhmL-WA,?4K - ?63.8K,?47.8K - ?765.1K,,
1553033605-3064,https://socialblade.com/youtube/top/5000/mostsubscribed,Aymane Serhani,https://socialblade.com/youtube/user/aymaneserhani,Aymane Serhani,27,3317165,773917760,FR,Music,"Feb 28th, 2013",B+,https://youtube.com/channel/UCLGla5b4F1Y_qB74l3Fh8Vw,?7K - ?111.3K,?83.5K - ?1.3M,,
1553033518-3042,https://socialblade.com/youtube/top/5000/mostsubscribed,Jesus Adrian Romero,https://socialblade.com/youtube/user/jaroficial,Jesus Adrian Romero,81,3316550,1392141913,US,Music,"Feb 1st, 2010",B+,,?5K - ?79.2K,?59.4K - ?950.6K,,
1553033597-3062,https://socialblade.com/youtube/top/5000/mostsubscribed,Olympic,https://socialblade.com/youtube/c/olympics,Olympic,7512,3314074,1631389312,GB,Sports,"Jan 10th, 2006",B+,https://youtube.com/channel/UCTl3QQTvqHFjurroKxexy2Q,?7.4K - ?118.8K,?89.1K - ?1.4M,,
1553033561-3053,https://socialblade.com/youtube/top/5000/mostsubscribed,Rubius Z,https://socialblade.com/youtube/c/elrubiud,Rubius Z,31,3314004,48820368,ES,Comedy,"Apr 3rd, 2006",B+,https://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng,?1.8K - ?29.5K,?22.1K - ?354.2K,,
1553033577-3057,https://socialblade.com/youtube/top/5000/mostsubscribed,Rahasya Talk Show,https://socialblade.com/youtube/c/rahasyatalkshow,Rahasya Talk Show,309,3313402,129200432,IN,Entertainment,"Apr 16th, 2014",B+,https://youtube.com/channel/UC55O030J0MzZ7arHcrgXdyw,?0 - ?0,?0 - ?0,,
1553033593-3061,https://socialblade.com/youtube/top/5000/mostsubscribed,Brawadis,https://socialblade.com/youtube/c/brawadis,Brawadis,1175,3313327,658368937,US,People,"Apr 3rd, 2015",B+,https://youtube.com/channel/UCvtRTOMP2TqYqu51xNrqAzg,?4.9K - ?78.7K,?59K - ?944.7K,,
1553033601-3063,https://socialblade.com/youtube/top/5000/mostsubscribed,Mary Senn,https://socialblade.com/youtube/c/marysennofficial,Mary Senn,279,3312230,385207140,RU,Entertainment,"May 4th, 2012",B,https://youtube.com/channel/UCOug6HHVNWDpnU-m5kDNwvw,?759 - ?12.1K,?9.1K - ?145.8K,,
1553033589-3060,https://socialblade.com/youtube/top/5000/mostsubscribed,TV Shows - India,https://socialblade.com/youtube/user/youtubeshowsin,TV Shows - India,0,3311329,0,US,Games,"Aug 31st, 2012",D-,https://youtube.com/channel/UCY9Jh3SK0N1SAVJi-U--Rwg,?0 - ?0,?0 - ?0,,
1553033565-3054,https://socialblade.com/youtube/top/5000/mostsubscribed,Hasbro,https://socialblade.com/youtube/c/-hasbro,Hasbro,9305,3309373,4285818497,US,Film,"Sep 27th, 2013",A,https://youtube.com/channel/UC-r13SLLdZtZNmuC2bMnlmw,?18.8K - ?301.1K,?225.8K - ?3.6M,,
1553033573-3056,https://socialblade.com/youtube/top/5000/mostsubscribed,Tr? Melvin,https://socialblade.com/youtube/c/thisisacommentary,Tr? Melvin,178,3308812,328706836,US,Comedy,"Oct 9th, 2011",B-,https://youtube.com/channel/UCTpwJfKOMcaGOrVdccjnbQQ,?209 - ?3.3K,?2.5K - ?40.1K,,
1553033569-3055,https://socialblade.com/youtube/top/5000/mostsubscribed,Guava Juice,https://socialblade.com/youtube/c/guavajuice2,Guava Juice,366,3308660,638529337,IN,Entertainment,"Feb 10th, 2012",B,https://youtube.com/channel/UCOWh_KHdKlbsC6voOzYXhZQ,?1.1K - ?17K,?12.8K - ?204.1K,,
1553033545-3049,https://socialblade.com/youtube/top/5000/mostsubscribed,Incognita,https://socialblade.com/youtube/c/incognitatops,Incognita,281,3307885,135771017,AR,Entertainment,"Jun 26th, 2016",B+,https://youtube.com/channel/UCef_WCjyolnGwRZEReZv7Rw,?0 - ?0,?0 - ?0,,
1553033557-3052,https://socialblade.com/youtube/top/5000/mostsubscribed,Jeamileth Doll,https://socialblade.com/youtube/c/jeamilethdoll,Jeamileth Doll,978,3304729,317406678,JP,People,"Jun 3rd, 2012",B,https://youtube.com/channel/UCGX1Z6DakWkBqS2xbmMF0yA,?973 - ?15.6K,?11.7K - ?186.7K,,
1553033541-3048,https://socialblade.com/youtube/top/5000/mostsubscribed,Mahendra Guru : Online Videos For?,https://socialblade.com/youtube/channel/UCiDKcjKocimAO1tVw1XIJ0Q,Mahendra Guru : Online Videos For Govt. Exams,7618,3303098,375773759,IN,Education,"Jun 13th, 2014",B+,https://youtube.com/channel/UCiDKcjKocimAO1tVw1XIJ0Q,?2.9K - ?46.1K,?34.5K - ?552.7K,,
1553033553-3051,https://socialblade.com/youtube/top/5000/mostsubscribed,viniccius13,https://socialblade.com/youtube/user/viniccius13,viniccius13,461,3302613,400613849,BR,Games,"Jan 18th, 2011",B,https://youtube.com/channel/UCiIZY89KwQkxAW-4Le7U7zg,?587 - ?9.4K,?7K - ?112.7K,,
1553033528-3045,https://socialblade.com/youtube/top/5000/mostsubscribed,Shot of The Yeagers,https://socialblade.com/youtube/c/shotoftheyeagers,Shot of The Yeagers,947,3298252,1697049954,US,Entertainment,"Aug 9th, 2015",A-,https://youtube.com/channel/UCXzblaNPtmDBc1QN01fSTzw,?12.2K - ?195.7K,?146.8K - ?2.3M,,
1553033496-3037,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ????,https://socialblade.com/youtube/channel/UC8fDL1JmsRffkBwKctkZ4rg,???? ????,926,3295556,316826835,,People,"Apr 7th, 2016",B,https://youtube.com/channel/UC8fDL1JmsRffkBwKctkZ4rg,?2.2K - ?35.9K,?26.9K - ?430.5K,,
1553033524-3044,https://socialblade.com/youtube/top/5000/mostsubscribed,Inutilismo,https://socialblade.com/youtube/c/inutilismo,Inutilismo,309,3294967,301039964,BR,People,"Dec 11th, 2013",B,https://youtube.com/channel/UCdTWvzwNIeZxSNZ_oWvnBbQ,?1.3K - ?20.3K,?15.2K - ?243K,,
1553033479-3033,https://socialblade.com/youtube/top/5000/mostsubscribed,Monsta,https://socialblade.com/youtube/c/~monsta,Monsta,646,3292851,1122825994,MY,Film,"Mar 21st, 2014",A-,https://youtube.com/channel/UCfqDvjXc2jbAzaeqlIggkkg,?8.9K - ?141.8K,?106.4K - ?1.7M,,
1553033483-3034,https://socialblade.com/youtube/top/5000/mostsubscribed,GQ,https://socialblade.com/youtube/c/gq,GQ,2272,3292754,1128055192,US,News,"Jan 16th, 2008",A-,https://youtube.com/channel/UCsEukrAd64fqA7FjwkmZ_Dw,?13.3K - ?212.6K,?159.4K - ?2.6M,,
1553033520-3043,https://socialblade.com/youtube/top/5000/mostsubscribed,HarryStylesVEVO,https://socialblade.com/youtube/c/harrystylesvevo,HarryStylesVEVO,14,3292202,774395780,,Music,"Mar 31st, 2017",B+,https://youtube.com/channel/UCbOCbp5gXL8jigIBZLqMPrw,?3.7K - ?59.5K,?44.7K - ?714.5K,,
1553033467-3030,https://socialblade.com/youtube/top/5000/mostsubscribed,Calum Scott,https://socialblade.com/youtube/user/itsjustcalum,Calum Scott,19,3291923,31243913,GB,Music,"Oct 30th, 2011",B-,https://youtube.com/channel/UCTY6fxtqkF_dtGanIhZHHVg,?55 - ?887,?665 - ?10.6K,,
1553033503-3039,https://socialblade.com/youtube/top/5000/mostsubscribed,Bars and Melody OFFICIAL,https://socialblade.com/youtube/c/barsandmelodyofficial,Bars and Melody OFFICIAL,139,3291224,277626244,GB,Music,"Feb 7th, 2015",B,https://youtube.com/channel/UC3kYuVXmzxkJ5vtz2XP_6sw,?868 - ?13.9K,?10.4K - ?166.6K,,
1553033499-3038,https://socialblade.com/youtube/top/5000/mostsubscribed,Monark,https://socialblade.com/youtube/c/canaldomonark,Monark,1751,3289895,391683298,BR,Games,"Oct 29th, 2009",B-,https://youtube.com/channel/UCL6elrBEeem5rIvSLUhxzzQ,?50 - ?798,?599 - ?9.6K,,
1553033464-3029,https://socialblade.com/youtube/top/5000/mostsubscribed,RED21,https://socialblade.com/youtube/user/mrvrschool,RED21,958,3288818,709186150,RU,Comedy,"Apr 17th, 2012",B,https://youtube.com/channel/UCnnWtgqxmMPkNEqaarG050g,?3.5K - ?56.4K,?42.3K - ?676.8K,,
1553033471-3031,https://socialblade.com/youtube/top/5000/mostsubscribed,Ana Maria Brogui,https://socialblade.com/youtube/c/anamariabrogui1,Ana Maria Brogui,667,3287217,266905490,BR,Howto,"Sep 17th, 2006",B,https://youtube.com/channel/UCh8qpZhEwzejZ55cajXimqQ,?340 - ?5.4K,?4.1K - ?65.3K,,
1553033423-3019,https://socialblade.com/youtube/top/5000/mostsubscribed,Dyland PROS,https://socialblade.com/youtube/c/dylandpros,Dyland PROS,506,3285387,246867503,ID,Games,"Jan 28th, 2015",B+,https://youtube.com/channel/UCXdmo_q4SawYMz-dmeKEHPQ,?4.7K - ?74.7K,?56K - ?896.7K,,
1553033459-3028,https://socialblade.com/youtube/top/5000/mostsubscribed,Jannine Weigel,https://socialblade.com/youtube/c/janninaw2000,Jannine Weigel,373,3285128,596012337,TH,Games,"Feb 22nd, 2013",B,https://youtube.com/channel/UChFzJ0bYwztKa4H4oF8fOvw,?2.5K - ?39.3K,?29.5K - ?472.1K,,
1553033455-3027,https://socialblade.com/youtube/top/5000/mostsubscribed,Inanna Sarkis,https://socialblade.com/youtube/c/inanna,Inanna Sarkis,49,3284813,283817108,US,Comedy,"Dec 18th, 2006",B,https://youtube.com/channel/UCR4RidHeLYLLFIgM5XycBXw,?1.4K - ?22.4K,?16.8K - ?269.3K,,
1553033447-3025,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ???? ??????,https://socialblade.com/youtube/channel/UCA8x119TMd1esbI3woeIbQg,???? ???? ??????,507,3282480,687649674,,Howto,"Apr 19th, 2015",B+,https://youtube.com/channel/UCA8x119TMd1esbI3woeIbQg,?9.5K - ?151.7K,?113.8K - ?1.8M,,
1553033435-3022,https://socialblade.com/youtube/top/5000/mostsubscribed,Alicia Keys,https://socialblade.com/youtube/c/aliciakeys,Alicia Keys,106,3279949,43932134,US,Music,"Jan 2nd, 2006",B-,https://youtube.com/channel/UCK5X3f0fxO4YnVKVZP8p6hg,?60 - ?956,?717 - ?11.5K,,
1553033439-3023,https://socialblade.com/youtube/top/5000/mostsubscribed,Studio Bagel,"https://socialblade.com/youtube/c/,studiobagel",Studio Bagel,248,3278950,620822952,FR,Comedy,"Aug 11th, 2012",B,https://youtube.com/channel/UCZ8kV8vuMdDLSerCIFfWnFQ,?1.5K - ?24.6K,?18.5K - ?295.5K,,
1553033410-3016,https://socialblade.com/youtube/top/5000/mostsubscribed,Me poupe!,https://socialblade.com/youtube/c/mepoupenaweb,Me poupe!,440,3278128,133342976,BR,People,"Feb 19th, 2015",B,https://youtube.com/channel/UC8mDF5mWNGE-Kpfcvnn0bUg,?1.7K - ?26.7K,?20K - ?320.3K,,
1553033432-3021,https://socialblade.com/youtube/top/5000/mostsubscribed,StoryX,https://socialblade.com/youtube/user/thexalius,StoryX,2,3277793,17274,US,People,"Apr 8th, 2012",D-,https://youtube.com/channel/UCaxYP33JaM8_ML6qL5wRE6A,?0 - ?0,?0 - ?0,,
1553033421-3018,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Play,https://socialblade.com/youtube/c/tplay1,T-Play,169,3277058,1020301857,US,,"Oct 28th, 2017",B+,https://youtube.com/channel/UCdKSGuc89r7OfkdwcFAsVIw,?7.4K - ?118.8K,?89.1K - ?1.4M,,
1553033326-2998,https://socialblade.com/youtube/top/5000/mostsubscribed,Peter McKinnon,https://socialblade.com/youtube/c/petermckinnon,Peter McKinnon,303,3274467,197127870,CA,People,"Feb 16th, 2010",B+,https://youtube.com/channel/UC3DkFux8Iv-aYnTRWzwaiBA,?2.6K - ?41.2K,?30.9K - ?494.7K,,
1553033406-3015,https://socialblade.com/youtube/top/5000/mostsubscribed,GOTAGA,https://socialblade.com/youtube/c/gotag4,GOTAGA,785,3273871,450834968,FR,Games,"Aug 31st, 2008",B+,https://youtube.com/channel/UCCFqUJYKT97UerMmb6DM0bw,?3.9K - ?61.8K,?46.3K - ?741.5K,,
1553033403-3014,https://socialblade.com/youtube/top/5000/mostsubscribed,Maangchi,https://socialblade.com/youtube/user/maangchi,Maangchi,361,3273322,362618683,US,Howto,"Apr 3rd, 2007",D-,https://youtube.com/channel/UC8gFadPgK2r1ndqLI04Xvvw,?633 - ?10.1K,?7.6K - ?121.5K,,
