ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;semaines_d_activite;seances;entrees;entrees_2015;evolution_entrees;tranche_d_entrees;proprietaire;programmateur;ae;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;pdm_en_entrees_des_films_francais;pdm_en_entrees_des_films_americains;pdm_en_entrees_des_films_europeens;pdm_en_entrees_des_autres_films;films_art_et_essai;part_des_seances_de_films_art_et_essai;pdm_en_entrees_des_films_art_et_essai;geo
125135.0;93;L ETOILE;ILE-DE-FRANCE;1 ALLEE DU PROGRES;93027;La Courneuve;grande couronne;1;195;48;1114;21033;22074;4.7;De 20 à 30 000 entrées;ASSOCIATION DEVELOPPEMENT LOISIRS ET CULTURE;NC;oui;catégorie C;JPPR;fixe;non;227;146;0;36.424715057;38.8062387522;7.48650269946;17.2825434913;153;66.5310274669;57.7144571086;48.926821,2.391627
128535.0;94;LA LUCARNE MJC;ILE-DE-FRANCE;100 RUE JULIETTE SAVAR;94028;Créteil;grande couronne;1;92;48;1252;17239;17068;1.0;De 10 à 20 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU MONT MESLY;NC;oui;catégorie C;JP;fixe;non;240;145;1;56.3586917627;17.1401989551;16.0094467902;10.4916624919;153;61.1795774648;64.9824661848;48.777428,2.466468
128541.0;94;CINEMA DU PALAIS;ILE-DE-FRANCE;40 ALLEE PARMENTIER;94028;Créteil;grande couronne;3;490;49;4554;75119;75591;0.6;De 50 à 80 000 entrées;CINEMAS DU PALAIS;NC;oui;catégorie C;RDJPPR;fixe;non;224;160;71;60.1865189563;21.1987109996;12.3821262567;6.2326437874;172;86.2131933349;80.9278427063;48.786063,2.444158
133212.0;77;PATHE DAMMARIE;ILE-DE-FRANCE;824 AVENUE DU LYS;77152;Dammarie-les-Lys;petite couronne;10;2181;53;17282;401180;431296;7.0;De 300 à 450 000 entrées;NC;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;189;160;157;30.0055202871;58.841743407;9.39577948962;1.7569568163;22;6.82043217427;4.645823401;48.517401,2.627798
140521.0;95;ESPACE ERMITAGE;ILE-DE-FRANCE;ALLEE STE THERESE;95199;Domont;petite couronne;1;282;53;1567;46464;48487;4.2;De 40 à 50 000 entrées;CENTRE SOCIAL CULTUREL DOMONTOIS;NC;non;non classé;;fixe;non;178;133;8;43.8703164616;45.0746548972;7.85519767114;3.19983097004;63;18.2427900738;18.6496384637;49.02987,2.333691
142171.0;91;PARTERRE;ILE-DE-FRANCE;SQUARE DE LAC MEGANTIC;91200;Dourdan;petite couronne;2;227;53;2710;46808;48431;3.4;De 40 à 50 000 entrées;ASSOCIATION DOURDANNAISE D'ANIMATION CULTURELLE;NC;oui;catégorie E;;fixe;non;240;193;55;42.5245809936;49.8375610491;5.38737924654;2.25047871082;106;20.5697373289;16.7946814691;48.528741,2.015215
142752.0;93;ESPACE CULTUREL DU PARC;ILE-DE-FRANCE;PLACE MAURICE NILES;93029;Drancy;grande couronne;1;329;42;231;13805;13513;2.2;De 10 à 20 000 entrées;NC;NC;non;non classé;;fixe;non;54;44;0;30.4325475509;51.3328927076;3.23859881031;14.9959609312;10;15.7205240175;10.8540794595;48.927466,2.438309
142831.0;91;ORANGERIE;ILE-DE-FRANCE;117 AV HENRI BARBUSSE;91201;Draveil;petite couronne;3;389;35;1310;6600;14437;54.3;De 5 à 10 000 entrées;DRAVEIL CINEMA;NC;non;non classé;;fixe;non;71;59;15;45.4337551456;52.3250495502;1.86003964019;0.381155663973;21;13.3436772692;8.01951517;48.686677,2.408781
144262.0;95;L'ORANGE BLEUE;ILE-DE-FRANCE;7 RUE JEAN MERMOZ;95203;Eaubonne;petite couronne;1;345;38;106;8742;5712;53.0;De 5 à 10 000 entrées;NC;NC;non;non classé;;fixe;non;59;41;0;59.6578189958;20.8986248801;18.9958426607;0.447713463383;51;88.5057471264;92.548768788;48.992968,2.278288
146371.0;78;GRENOUILLE;ILE-DE-FRANCE;CENTRE COMMERCIAL DES 7 MARES;78208;Élancourt;petite couronne;3;348;53;3936;109002;106503;2.3;De 100 à 150 000 entrées;SOCIETE D'ECONOMIE MIXTE DU CINEMA DES SEPT MARES;NC;oui;catégorie C;JPPR;fixe;non;365;277;65;42.8215964671;43.0210361366;8.19981955458;5.95754784178;192;32.0083682008;28.2036184054;48.766594,1.949214
147071.0;95;FRANCAIS;ILE-DE-FRANCE;38 RUE DU GENERAL DE GAULLE;95210;Enghien-les-Bains;petite couronne;5;1263;53;9890;283928;303466;6.4;De 200 à 300 000 entrées;UGC SAS;UGC;non;non classé;;fixe;non;196;151;110;33.6020040619;55.5805198389;8.21934287716;2.598133222;82;15.2334650056;8.68780650046;48.970841,2.307185
147084.0;95;CENTRE DES ARTS;ILE-DE-FRANCE;12-16, RUE DE LA LIBERATION;95210;Enghien-les-Bains;petite couronne;1;320;41;307;14084;14551;3.2;De 10 à 20 000 entrées;NC;NC;oui;catégorie C;JPPR;fixe;non;113;43;0;35.3765323993;31.4618316679;22.5713402699;10.5902956629;90;82.9694323144;79.5302359122;48.971934,2.305204
148321.0;93;SALLE SERGE GAINSBOURG (EX-ESPACE CINE);ILE-DE-FRANCE;RUE DU GENERAL JULIEN;93031;Épinay-sur-Seine;grande couronne;1;180;23;78;4403;4764;7.6;De 2 à 5 000 entrées;VILLE D'EPINAY SUR SEINE;NC;non;non classé;;fixe;non;10;0;0;43.1177446103;39.2703150912;5.67164179104;11.9402985075;10;100.0;100.0;48.95411,2.312115
148324.0;93;MEGA CGR;ILE-DE-FRANCE;5 AVENUE DU MARECHAL  JOFFRE;93031;Épinay-sur-Seine;grande couronne;12;2565;53;24050;564963;553564;2.1;De 450 à 700 000 entrées;VILLERAY;Les Films de la Rochelle;non;non classé;;fixe;oui;242;193;191;21.9553793676;59.920679947;8.34633468311;9.77760600237;16;4.42481563268;2.28138230351;48.957859,2.301996
149335.0;95;PIERRE FRESNAY;ILE-DE-FRANCE;3 RUE SAINT FLAIVE;95219;Ermont;petite couronne;1;400;45;206;14883;15054;1.1;De 10 à 20 000 entrées;VILLE DE ERMONT;NC;non;non classé;;fixe;non;115;88;1;64.3533123028;24.9903823959;7.74794183273;2.90836346849;52;48.1481481481;45.8567361699;48.988575,2.259906
152882.0;91;LA ROTONDE A;ILE-DE-FRANCE;102 RUE SAINT JACQUES;91223;Étampes;petite couronne;3;400;53;4860;91051;88168;3.3;De 80 à 100 000 entrées;OMNICOM;NC;non;non classé;;fixe;non;214;191;70;27.2106722493;64.976671158;6.41849381424;1.39416277853;47;6.14455321808;3.38852822289;48.433642,2.155867
152884.0;91;CINETAMPES;ILE-DE-FRANCE;PLACE GEOFFROY ST HILAIRE;91223;Étampes;petite couronne;1;146;34;367;5394;5006;7.8;De 5 à 10 000 entrées;ASSOCIATION ETAMPOISE CINE PETIT THEATRE;NC;oui;catégorie D;;fixe;non;85;52;0;61.5369458128;26.1674876847;5.89162561576;6.4039408867;67;77.6836158192;74.9359605911;48.434287,2.157598
154488.0;91;MEGA CGR;ILE-DE-FRANCE;PLACE DE L'AGORA - CE 169;91228;Évry;petite couronne;10;2052;53;20806;354603;359804;1.4;De 300 à 450 000 entrées;NC;Les Films de la Rochelle;non;non classé;;fixe;oui;214;169;164;20.6671037905;65.5985394033;8.36451609256;5.36984071357;20;4.04084188219;2.01425551398;48.627929,2.429517
162844.0;77;ERMITAGE;ILE-DE-FRANCE;6 RUE DE FRANCE;77186;Fontainebleau;petite couronne;5;944;53;6857;85966;90314;4.8;De 80 à 100 000 entrées;L ERMITAGE;NC;oui;catégorie D;JP;fixe;non;285;212;152;59.1668482603;25.3734776398;12.7757197162;2.68395438367;180;62.9455081001;56.981671146;48.404394,2.699594
162853.0;77;CINEPARADIS;ILE-DE-FRANCE;10 AVENUE MARECHAL DE VILLARS;77186;Fontainebleau;petite couronne;6;1080;53;8567;169530;155188;9.2;De 150 à 200 000 entrées;NC;NC;oui;catégorie D;;fixe;non;219;160;149;31.559361442;56.4449051991;9.78091517055;2.21481818836;66;12.9392408039;12.4469666099;48.400175,2.71613
163962.0;92;LE SCARRON;ILE-DE-FRANCE;8 AV. JEANNE ET MAURICE DOLIVET;92032;Fontenay-aux-Roses;grande couronne;1;198;48;952;31618;34082;7.2;De 30 à 40 000 entrées;COMITE MUNICIPAL DES FETES;NC;oui;catégorie C;;fixe;non;172;130;0;47.0331270477;36.5655094814;9.74947877023;6.65188470067;108;60.706401766;54.09868617;48.791543,2.289748
164022.0;78;THEATRE DE FONTENAY;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78242;Fontenay-le-Fleury;petite couronne;1;346;53;668;18572;16525;12.4;De 10 à 20 000 entrées;ASSOCIATION DU THEATRE DE FONTENAY LE FLEURY;NC;oui;catégorie C;;fixe;non;171;132;1;48.0228958589;29.1046083757;11.4070439811;11.4654517844;92;46.3651050081;47.0416447637;48.811271,2.045243
164112.0;94;LE KOSMOS;ILE-DE-FRANCE;243TER AVENUE DE LA REPUBLIQUE;94033;Fontenay-sous-Bois;grande couronne;1;182;53;997;36333;41785;13.0;De 30 à 40 000 entrées;FONTENAY EN SCENES;NC;oui;catégorie C;JPPR;fixe;non;182;124;0;60.1552908385;21.6743537844;9.77867737333;8.39167800378;139;77.7903043968;70.6075588147;48.852329,2.461111
166051.0;95;CINEMA DE L YSIEUX;ILE-DE-FRANCE;PLACE JEAN MOULIN;95250;Fosses;petite couronne;1;195;48;1192;26430;27177;2.7;De 20 à 30 000 entrées;ASSOCIATION DE GESTION ET D' ANIMATION DU CINEMA DE L' YSIEUX;NC;oui;catégorie D;JP;fixe;non;204;148;2;59.0765675688;25.9165444607;11.9184108785;3.08847709194;143;70.4291044776;60.1075412167;49.099464,2.524882
168193.0;95;CINE HENRI LANGLOIS;ILE-DE-FRANCE;32 BIS RUE DE LA STATION;95252;Franconville;petite couronne;2;518;51;2916;47634;45891;3.8;De 40 à 50 000 entrées;ASSOCIATION CINE HENRI LANGLOIS;GPCI;oui;catégorie C;RDJPPR;fixe;non;284;209;47;39.711510156;44.0184778424;13.9874549942;2.28255700731;161;42.5716440422;27.5220216933;48.988437,2.232576
169572.0;94;M J C;ILE-DE-FRANCE;2 AV DU PARC DES SPORTS;94034;Fresnes;grande couronne;1;158;41;324;11341;11785;3.8;De 10 à 20 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DE FRESNES;NC;non;non classé;;fixe;non;47;18;0;41.8769816107;32.5047558656;11.5789473684;14.0393151554;22;28.6363636364;49.7273303741;48.752796,2.313077
172043.0;93;THEATRE ANDRE MALRAUX;ILE-DE-FRANCE;1 BIS RUE GUILLEMETEAU;93032;Gagny;grande couronne;1;450;42;284;9973;11391;12.4;De 5 à 10 000 entrées;ASSOCIATION LE CINEMA DE GAGNY;NC;oui;catégorie C;;fixe;non;79;54;0;41.703138677;32.7122671002;7.10266349881;18.481930724;47;57.8544061303;60.4226584969;48.884043,2.529952
172914.0;92;CINE GARCHES;ILE-DE-FRANCE;86 GRANDE RUE;92033;Garches;grande couronne;2;434;46;1443;36559;35988;1.6;De 30 à 40 000 entrées;VILLE DE LIART;NC;non;non classé;;fixe;non;69;55;37;44.7632593889;44.7030826883;4.29716348915;6.23649443366;18;18.1566181566;16.9889767226;48.844239,2.188722
173332.0;95;JACQUES BREL A;ILE-DE-FRANCE;PLACE DE L'HOTEL DE VILLE;95268;Garges-lès-Gonesse;petite couronne;1;225;49;783;12306;14119;12.8;De 10 à 20 000 entrées;VILLE DE GARGES LES GONESSE;NC;oui;catégorie C;JPPR;fixe;non;164;113;1;34.6542660736;39.9716942984;20.4609785685;4.91306105944;94;52.2658610272;47.5131419329;48.971945,2.399817
175513.0;92;CINEMA JEAN VIGO;ILE-DE-FRANCE;1 RUE PIERRE ET MARIE CURIE;92036;Gennevilliers;grande couronne;2;290;49;2111;41779;43642;4.3;De 40 à 50 000 entrées;ASSOCIATION CENTRE DE LOISIRS;NC;oui;catégorie C;RDJPPR;fixe;non;283;210;9;53.5864173979;28.3316073473;13.8414999727;4.24047528206;177;52.2635814889;55.2079359023;48.928469,2.293206
177201.0;91;LE CENTRAL;ILE-DE-FRANCE;SQUARE DE LA MAIRIE;91272;Gif-sur-Yvette;petite couronne;1;155;52;1006;22374;24326;8.0;De 20 à 30 000 entrées;LES VRAIS INSTANTS DE L' IMAGE;C2L;oui;catégorie C;;fixe;non;148;128;2;61.7470591014;26.8578447584;8.70694949686;2.68814664336;75;56.1866125761;53.4936457694;48.701701,2.13387
179852.0;95;CINE THEATRE JACQUES PREVERT;ILE-DE-FRANCE;PLACE AIME-CESAIRE;95277;Gonesse;petite couronne;1;216;50;1156;18981;19444;2.4;De 10 à 20 000 entrées;VILLE DE GONESSE;NC;oui;catégorie C;JP;fixe;non;207;148;0;50.4664914586;29.4743758213;14.7371879106;5.32194480946;146;75.469924812;59.7371879106;48.999982,2.428131
181553.0;95;THEATRE SARAH BERNHARDT;ILE-DE-FRANCE;82 BD PAUL VAILLANT COUTURIER;95280;Goussainville;petite couronne;1;562;14;39;3667;3891;5.8;De 2 à 5 000 entrées;VILLE DE GOUSSAINVILLE;NC;non;non classé;;fixe;non;22;8;0;53.2263242376;20.3852327448;26.3884430177;0.0;12;50.0;64.3980738363;49.03242,2.471796
193442.0;94;LA TOURNELLE;ILE-DE-FRANCE;14 RUE DISPAN;94038;L' Haÿ-les-Roses;grande couronne;1;274;48;959;37193;37598;1.1;De 30 à 40 000 entrées;VILLE DE L'HAY LES  ROSES;GPCI;oui;catégorie C;;fixe;non;182;150;2;60.1210790278;25.6521352049;8.66545983322;5.56132593406;103;55.4545454545;46.5382675016;48.779749,2.339014
201524.0;95;LE CONTI;ILE-DE-FRANCE;PLACE DU PATIS;95313;L' Isle-Adam;petite couronne;5;739;53;6342;128662;142830;9.9;De 100 à 150 000 entrées;SPECTA;GPCI;non;non classé;;fixe;non;183;155;118;39.4741021935;48.9024603313;9.25205292333;2.37138455185;49;9.35550935551;8.02824060103;49.110771,2.211976
202214.0;92;CINE D ISSY;ILE-DE-FRANCE;MAIL RAYMOND MENAND;92040;Issy-les-Moulineaux;grande couronne;1;376;46;484;39466;40799;3.3;De 30 à 40 000 entrées;SOCIETE D' EXPLOITATION DU PALAIS ARTS ET CONGRES D'ISSY;NC;non;non classé;;fixe;non;106;84;11;60.3162204385;32.5593923396;6.33787642084;0.786510801056;51;50.0;48.8956526424;48.825247,2.271161
202370.0;91;0SALLE GEORGES BRASSENS;ILE-DE-FRANCE;SALLE GEORGES BRASSENS;91315;Itteville;petite couronne;1;0;27;78;4636;4839;4.2;De 2 à 5 000 entrées;NC;NC;non;non classé;;itinérant;non;44;20;0;48.7776210625;38.928067701;10.2961918195;1.99811941702;32;64.2857142857;55.3831687823;48.515193,2.341767
202551.0;94;LE LUXY;ILE-DE-FRANCE;77 AV GEORGES GOSNAT;94041;Ivry-sur-Seine;grande couronne;2;507;52;2399;76687;77339;0.8;De 50 à 80 000 entrées;VILLE D'IVRY SUR SEINE;NC;oui;catégorie C;RDJPPR;fixe;non;299;169;68;56.33324585;25.426481202;13.3357391247;4.90453382324;245;85.5465221319;79.2943376419;48.81362,2.389338
202562.0;94;PATHE;ILE-DE-FRANCE;5 RUE FRANCOIS MITTERRAND;94041;Ivry-sur-Seine;grande couronne;14;3830;53;27722;818427;879173;6.9;De 700 000 à 1 million d'entrées;NC;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;232;201;199;19.7791354422;66.720708691;11.9583013213;1.54185454554;27;7.0615942029;3.74510001252;48.824074,2.387803
204534.0;94;SALLE PIERRE ET JACQUES PREVERT (EX -SALLE DES CONGRES);ILE-DE-FRANCE;RUE DE PARIS;94042;Joinville-le-Pont;grande couronne;1;300;47;241;15440;14907;3.6;De 10 à 20 000 entrées;VILLE DE JOINVILLE LE PONT;GPCI;non;non classé;;fixe;non;151;133;0;60.1981887387;32.655204095;3.18939493372;3.95721223258;60;35.0427350427;30.0892505578;48.816711,2.468136
205601.0;95;CENTRE CULTUREL;ILE-DE-FRANCE;96 AVENUE DES BRUZACQUES;95323;Jouy-le-Moutier;petite couronne;1;346;38;183;12154;10434;16.5;De 10 à 20 000 entrées;VILLE DE JOUY LE MOUTIER;NC;non;non classé;;fixe;non;80;51;0;51.070677064;24.3223171185;23.5053843297;1.10162148781;49;65.2777777778;66.4686223543;49.011314,2.043572
206924.0;91;CINEMA AGNES VARDA;ILE-DE-FRANCE;37-39 GRANDE RUE;91326;Juvisy-sur-Orge;petite couronne;1;123;49;856;14998;16849;11.0;De 10 à 20 000 entrées;LE CENTRE CULTUREL DES PORTES DE L' ESSONNE;NC;oui;catégorie C;JP;fixe;non;237;184;0;55.6726506287;24.5075950287;10.5821644015;9.23758994113;129;51.801242236;57.017225089;48.688996,2.376314
211844.0;77;ESPACE;ILE-DE-FRANCE;5 RUE DELAMBRE;77243;Lagny-sur-Marne;petite couronne;3;492;51;5777;102970;103668;0.7;De 100 à 150 000 entrées;CINEFUTUR AUDIOVISUEL;GPCI;oui;catégorie C;;fixe;non;262;196;84;38.4260090581;53.5025238922;6.65289998204;1.4185670677;122;22.0491948328;17.4976556733;48.879604,2.706124
224413.0;92;PATHE;ILE-DE-FRANCE;28 RUE D'ALSACE;92044;Levallois-Perret;grande couronne;8;1538;53;15335;450184;434327;3.7;De 450 à 700 000 entrées;NC;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;188;161;154;34.8881826636;51.930733742;10.4258267802;2.75525681422;45;15.9309526947;11.5383573641;48.891726,2.296363
226040.0;77;GAUMONT CARRE SENART;ILE-DE-FRANCE;3 ALLEE DU PREAMBULE;77251;Lieusaint;petite couronne;16;3566;53;33176;1596024;1668181;4.3;De 1,5 à 2 millions d'entrées;GAUMONT SENART;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;283;251;250;25.6744249842;62.2295583654;10.6394839281;1.45653272228;70;13.8991576268;6.10932111733;48.616119,2.547927
226883.0;93;THEATRE DU GARDE CHASSE;ILE-DE-FRANCE;2 AVENUE WALDECK ROUSSEAU;93045;Les Lilas;grande couronne;1;308;43;547;13015;14729;11.6;De 10 à 20 000 entrées;VILLE DES LILAS;GPCI;oui;catégorie C;JP;fixe;non;162;118;2;59.4878734256;19.860518372;10.8566670136;9.79494118872;114;68.4322033898;73.0509003851;48.881921,2.419546
228122.0;94;ATELIER BARBARA (EX-ANATOLE FRANCE);ILE-DE-FRANCE;22-24 RUE ALSACE LORRAINE;94044;Limeil-Brévannes;grande couronne;1;165;44;80;3831;3268;17.2;De 2 à 5 000 entrées;KART OON SARL;NC;non;non classé;;fixe;non;68;55;0;45.6228956229;40.7407407407;4.34904601571;9.28731762065;22;33.7837837838;42.3961840629;48.744182,2.503331
229833.0;93;CINE MUNICIPAL YVES MONTAND;ILE-DE-FRANCE;36 RUE EUGENE MASSE;93046;Livry-Gargan;grande couronne;1;264;49;1056;34640;39173;11.6;De 30 à 40 000 entrées;VILLE DE LIVRY GARGAN;NC;oui;catégorie C;JP;fixe;non;180;138;0;51.804464005;41.1662999057;3.71266897202;3.31656711726;79;38.0040322581;29.314680918;48.92579,2.545121
241923.0;94;THEATRE CLAUDE DEBUSSY;ILE-DE-FRANCE;116 AVENUE DU GENERAL DE GAULLE;94046;Maisons-Alfort;grande couronne;1;406;30;129;11368;9786;16.2;De 10 à 20 000 entrées;NC;NC;non;non classé;;fixe;non;63;56;1;68.3385888845;26.3697280252;1.35987386677;3.93180922349;30;45.9016393443;38.2932597556;48.801474,2.430493
242003.0;78;L'ATALANTE;ILE-DE-FRANCE;48 RUE DU PRIEURE;78358;Maisons-Laffitte;petite couronne;1;163;53;1282;46216;44543;3.8;De 40 à 50 000 entrées;NC;NC;oui;catégorie C;;fixe;non;171;137;25;50.753409345;32.3921305611;8.40822714062;8.44623295328;92;50.9677419355;49.0453834116;48.946355,2.147062
242422.0;92;MARCEL PAGNOL  (EX CELTIC);ILE-DE-FRANCE;17 RUE BERANGER;92046;Malakoff;grande couronne;1;198;45;609;33462;36071;7.2;De 30 à 40 000 entrées;ASSOCIATION THEATRE 71;NC;oui;catégorie C;JP;fixe;non;159;107;2;65.5933732998;20.6987687746;10.3010378392;3.40682008638;112;72.5043782837;66.2992329014;48.820911,2.302756
244700.0;78;MEGA CGR;ILE-DE-FRANCE;PLACE HENRI DUNANT;78361;Mantes-la-Jolie;petite couronne;9;2081;53;18376;471319;460288;2.4;De 450 à 700 000 entrées;NC;Les Films de la Rochelle;non;non classé;;fixe;oui;196;165;163;28.776652435;61.3307550433;8.13331376215;1.75927875953;26;7.88741613484;4.00060415377;48.989664,1.715981
244715.0;78;LE CHAPLIN;ILE-DE-FRANCE;PLACE MENDES FRANCE;78361;Mantes-la-Jolie;petite couronne;1;300;29;84;5791;6904;16.1;De 5 à 10 000 entrées;CENTRE CULTUREL LE CHAPLIN;NC;non;non classé;;fixe;non;31;8;0;34.7984711605;10.8061153579;25.3474635163;29.0479499653;23;81.9277108434;85.6845031272;49.000101,1.683456
246432.0;91;ATMOSPHERE;ILE-DE-FRANCE;PARC DES CELESTINS;91363;Marcoussis;petite couronne;1;231;53;689;20109;19380;3.8;De 20 à 30 000 entrées;VILLE DE MARCOUSSIS;MICROMEGAS;oui;catégorie C;;fixe;non;159;126;0;52.3136588217;34.0009562769;8.30367104075;5.3817138607;87;53.3846153846;41.7680497264;48.642026,2.222592
248192.0;78;FONTENELLE;ILE-DE-FRANCE;10 RUE CARNOT;78372;Marly-le-Roi;petite couronne;2;336;53;3115;81616;84771;3.7;De 80 à 100 000 entrées;ASSOCIATION LE FONTENELLE;NC;oui;catégorie C;JP;fixe;non;235;172;108;62.2958699639;26.869900702;5.95408260072;4.88014673329;134;47.5404530744;43.8707229144;48.871284,2.095564
252134.0;91;CINEMASSY;ILE-DE-FRANCE;PLACE DE FRANCE;91377;Massy;petite couronne;3;498;53;3454;49667;57513;13.6;De 40 à 50 000 entrées;CINEMASSY;NC;oui;catégorie C;RDJP;fixe;non;182;143;72;53.0475890325;31.2763945793;9.30980144973;6.36621493854;138;69.9165175909;58.3296564765;48.732679,2.288638
252712.0;78;LES 2 SCENES;ILE-DE-FRANCE;PLACE HENRI DUNANT;78380;Maule;petite couronne;1;102;50;1328;29876;31089;3.9;De 20 à 30 000 entrées;NC;GPCI;oui;catégorie E;JP;fixe;non;224;188;1;56.0612386917;34.8886569241;5.71329157968;3.33681280445;118;45.7821457821;39.3876130828;48.916554,1.821165
254781.0;77;UGC MAJESTIC;ILE-DE-FRANCE;11 PLACE HENRI IV;77284;Meaux;petite couronne;7;1129;53;13041;262036;275486;4.9;De 200 à 300 000 entrées;SOCIETE DU CINEMA MAJESTIC  MEAUX;UGC;non;non classé;;fixe;non;285;178;134;31.7648191287;57.1626590686;9.03875401883;2.03376778392;131;12.8017837921;9.52082089983;48.95945,2.882959
255991.0;77;VARIETES;ILE-DE-FRANCE;20 BD CHAMBLAIN;77288;Melun;petite couronne;3;566;53;3049;34620;27499;25.9;De 30 à 40 000 entrées;VARIETES CINEMA;GPCI;oui;catégorie C;;fixe;non;283;225;66;44.642228739;42.366568915;8.37536656891;4.61583577713;131;29.5704295704;33.1114369501;48.533449,2.6548
256982.0;91;ESPACE CULTUREL J J ROBERT;ILE-DE-FRANCE;7 AVENUE DE VILLEROY;91386;Mennecy;petite couronne;1;306;13;62;3629;6989;48.1;De 2 à 5 000 entrées;VILLE DE MENNECY;NC;non;non classé;;fixe;non;20;6;0;31.7058648407;31.7058648407;10.6281631438;25.9601071748;12;46.6666666667;74.9330157785;48.566348,2.426685
256983.0;91;CINEMA CONFLUENCES MENNECY;ILE-DE-FRANCE;ZAC MONTVRAIN II;91386;Mennecy;petite couronne;3;324;11;976;20452;;;De 20 à 30 000 entrées;CINEMA CONFLUENCES MENNECY;NC;non;non classé;;fixe;non;43;39;25;46.0032054493;43.7694079936;7.34749073425;2.8798958229;8;6.59793814433;7.78824000801;48.565968,2.4517279
258952.0;95;LA LUCIOLE;ILE-DE-FRANCE;1 ROUTE DE PONTOISE;95394;Méry-sur-Oise;petite couronne;1;228;44;191;7453;6699;11.3;De 5 à 10 000 entrées;NC;NC;non;non classé;;fixe;non;129;98;0;46.8959107807;30.4089219331;20.0185873606;2.67657992565;44;33.734939759;33.4014869888;49.060326,2.170288
260903.0;92;CENTRE D ART ET DE CULTURE;ILE-DE-FRANCE;15 BOULEVARD DES NATIONS-UNIES;92048;Meudon;grande couronne;1;458;44;416;24749;26466;6.5;De 20 à 30 000 entrées;VILLE DE MEUDON;NC;oui;catégorie C;;fixe;non;168;118;0;42.8414676966;38.1056882022;12.1269311798;6.92591292135;93;47.9899497487;50.9875351124;48.81334,2.235774
260904.0;92;ESPACE CULTUREL ROBERT-DOISNEAU;ILE-DE-FRANCE;16 AV DE LATTRE DE TASSIGNY;92048;Meudon;grande couronne;1;268;46;341;12817;14730;13.0;De 10 à 20 000 entrées;NC;NC;non;non classé;;fixe;non;127;96;0;69.3965174525;20.465929872;7.92716864117;2.21038403435;61;43.3234421365;40.876202592;48.7873,2.23254
263912.0;77;CONCORDE;ILE-DE-FRANCE;4 AV DES BOSQUETS;77294;Mitry-Mory;petite couronne;1;210;49;1294;25269;24789;1.9;De 20 à 30 000 entrées;ASSOCIATION MITRYENNE DE LOISIRS;GPCI;oui;catégorie C;JP;fixe;non;273;185;7;48.0849141825;30.7859078591;9.81029810298;11.3188798555;170;56.3909774436;49.9006323397;48.956929,2.603083
264672.0;77;LA ROTONDE;ILE-DE-FRANCE;PLACE DU 14 JUILLET;77296;Moissy-Cramayel;petite couronne;1;349;49;571;13147;9684;35.8;De 10 à 20 000 entrées;SCENE NATIONALE DE SENART;NC;non;non classé;;fixe;non;164;121;0;42.2588151065;42.4288526938;5.8260247002;9.48630749955;75;41.1089866157;46.6797923752;48.628281,2.589982
267481.0;77;CINEMA  11X20 14;ILE-DE-FRANCE;21 RUE DE LA CROIX-ROUGE;77298;Mons-en-Montois;petite couronne;1;45;43;557;6108;5952;2.6;De 5 à 10 000 entrées;ONZE VINGT QUATORZE OU 11 X 20 + 14;GPCI;oui;catégorie E;RDPR;fixe;non;262;200;0;61.2224280182;11.129819835;16.1306617276;11.5170904193;212;81.6363636364;77.8582252905;48.490092,3.148397
272392.0;91;LE CYRANO;ILE-DE-FRANCE;114 AVENUE DE LA REPUBLIQUE;91421;Montgeron;petite couronne;1;329;49;1164;39426;40082;1.6;De 30 à 40 000 entrées;COMMUNAUTE D'AGGLOMERATION SENART VAL DE SEINE;NC;oui;catégorie C;RDJP;fixe;non;214;171;1;55.9239263138;29.1489188529;7.50969912369;7.4174557096;150;67.5136116152;61.1736617922;48.703763,2.46109
273071.0;78;JACQUES BREL;ILE-DE-FRANCE;RUE DE LA MARE AUX CARATS;78423;Montigny-le-Bretonneux;petite couronne;1;274;49;416;19145;17912;6.9;De 10 à 20 000 entrées;VILLE DE MONTIGNY LE BRETONNEUX;NC;non;non classé;;fixe;non;121;86;0;45.0140256312;36.5051427314;11.0059952698;7.47483636764;46;28.3980582524;41.235355591;48.77004,2.03446
273182.0;95;CENTRE PICASSO;ILE-DE-FRANCE;RUE GUY DE MAUPASSANT;95424;Montigny-lès-Cormeilles;petite couronne;1;304;44;137;11339;9701;16.9;De 10 à 20 000 entrées;OFFICE MUNICIPALE DE LA CULTURE (MONTIGNY);NC;non;non classé;;fixe;non;49;32;0;35.581445062;44.0466011116;12.7725523728;7.59940145361;15;24.7863247863;23.9204788371;48.997001,2.200873
