ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;semaines_d_activite;seances;entrees;entrees_2015;evolution_entrees;tranche_d_entrees;proprietaire;programmateur;ae;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;pdm_en_entrees_des_films_francais;pdm_en_entrees_des_films_americains;pdm_en_entrees_des_films_europeens;pdm_en_entrees_des_autres_films;films_art_et_essai;part_des_seances_de_films_art_et_essai;pdm_en_entrees_des_films_art_et_essai;geo
442002.0;92;LE VANVES;ILE-DE-FRANCE;12 RUE SADI CARNOT;92075;Vanves;grande couronne;1;192;45;519;17644;18376;4.0;De 10 à 20 000 entrées;VILLE DE VANVES;NC;oui;catégorie C;;fixe;non;175;135;3;59.8328330096;26.6289952322;8.54670669257;4.99146506563;125;72.1893491124;65.0597445406;48.821779,2.287439
442370.0;77;CINEMA CONFLUENCES VARENNES;ILE-DE-FRANCE;PETIT FOSSARD;77482;Varennes-sur-Seine;petite couronne;9;1603;53;15509;342719;355172;3.5;De 300 à 450 000 entrées;CINE MONTEREAU POINT COM;Montereau Point Com (Aubry);non;non classé;;fixe;oui;302;215;179;32.9810884602;55.5956220994;9.1402827001;2.28300674022;103;12.2365605343;6.83073965526;48.367677,2.957289
443601.0;92;LE NORMANDY;ILE-DE-FRANCE;72 BOULEVARD DE LA REPUBLIQUE;92076;Vaucresson;grande couronne;2;295;52;1990;46116;47717;3.4;De 40 à 50 000 entrées;LES VRAIS INSTANTS DE L' IMAGE;C2L;oui;catégorie C;;fixe;non;152;134;57;62.9728053858;26.421737975;8.6588714678;1.94658517141;79;53.62392296;52.8013995925;48.837881,2.157499
444330.0;95;L'ANTARES;ILE-DE-FRANCE;1, PLACE DU COEUR BATTANT;95637;Vauréal;petite couronne;2;217;50;2262;44166;41094;7.5;De 40 à 50 000 entrées;VILLE DE VAUREAL;NC;non;non classé;;fixe;non;271;183;27;24.7707520291;62.5757176718;8.21701343166;4.43651686738;97;16.3661581137;16.4172672205;49.030119,2.021182
444791.0;77;LA GRANGE;ILE-DE-FRANCE;RUE AMBROISE PRO;77487;Vaux-le-Pénil;petite couronne;1;285;49;651;26724;28536;6.3;De 20 à 30 000 entrées;VILLE DE VAUX LE PENIL;NC;oui;catégorie C;;fixe;non;219;158;0;61.0010467956;25.6116000465;9.00631954406;4.38103361377;109;44.1786283892;49.4785406893;48.527795,2.689584
445702.0;78;UGC VELIZY;ILE-DE-FRANCE;CENTRE COMMERCIAL VELIZY II;78640;Vélizy-Villacoublay;petite couronne;7;962;53;14783;405996;415777;2.4;De 300 à 450 000 entrées;UGC SAS;UGC;non;non classé;;fixe;non;170;126;125;27.3114894058;58.8367232628;11.4536270971;2.39816023431;45;9.16909324846;5.4445319035;48.780955,2.220219
448802.0;78;ESPACE MAURICE BEJART;ILE-DE-FRANCE;3 BLVD ANDRE MALRAUX;78642;Verneuil-sur-Seine;petite couronne;1;312;50;825;28609;27857;2.7;De 20 à 30 000 entrées;VILLE DE VERNEUIL SUR SEINE;GPCI;non;non classé;;fixe;non;204;170;0;52.7243647995;35.8074951837;8.54567264003;2.92246737669;76;26.2357414449;24.7537348697;48.979213,1.97461
449661.0;78;UGC CYRANO;ILE-DE-FRANCE;7 RUE RAMEAU;78646;Versailles;petite couronne;8;1590;53;16643;397995;405282;1.8;De 300 à 450 000 entrées;SOCIETE NOUVELLE DE GESTION CYRANO;UGC;non;non classé;;fixe;oui;281;208;160;39.7204217418;47.1693585462;9.33409450291;3.77612520903;113;17.3769110389;16.791114524;48.807883,2.130901
449702.0;78;UGC ROXANE;ILE-DE-FRANCE;6 RUE ST SIMON;78646;Versailles;petite couronne;4;769;52;6297;118282;151316;21.8;De 100 à 150 000 entrées;ROXANE;UGC;oui;catégorie C;RDPR;fixe;non;270;178;102;63.3478376546;15.6208965215;16.5812714025;4.44999442141;209;80.9447041754;75.4121716144;48.803954,2.133847
450503.0;78;CINEMA JEAN MARAIS;ILE-DE-FRANCE;59 BD CARNOT;78650;Le Vésinet;petite couronne;1;199;48;698;32022;25535;25.4;De 30 à 40 000 entrées;ASSOCIATION DU CENTRE DES ARTS ET LOISIRS DU VESINET;GPCI;oui;catégorie C;;fixe;non;151;116;9;63.3689332659;18.8416329626;10.3292467139;7.46018705763;102;65.4124457308;64.5317239636;48.893988,2.134326
455770.0;92;LE COLOMBIER;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;92077;Ville-d'Avray;grande couronne;1;279;48;352;11063;10866;1.8;De 10 à 20 000 entrées;NC;GPCI;oui;catégorie C;;fixe;non;204;173;0;54.7882736156;34.8255002327;7.00791065612;3.37831549558;107;51.2893982808;40.8189855747;48.824654,2.18397
456762.0;94;CINEMA D ART ROMAIN ROLLAND;ILE-DE-FRANCE;18 RUE EUGENE VARLIN;94076;Villejuif;grande couronne;1;616;47;320;24062;20287;18.6;De 20 à 30 000 entrées;THEATRE ROMAIN ROLLAND;NC;non;non classé;;fixe;non;125;99;0;58.3879423329;29.8305560756;5.78543343943;5.99606815203;72;55.1495016611;53.2999438307;48.793428,2.363199
457861.0;92;ANDRE MALRAUX;ILE-DE-FRANCE;28 AVENUE DE VERDUN;92078;Villeneuve-la-Garenne;grande couronne;1;212;42;235;9476;8760;8.2;De 5 à 10 000 entrées;ASSOCIATION POUR LE CINEMA SALLE ANDRE MALRAUX;NC;non;non classé;;fixe;non;70;34;1;41.4402870323;30.1768323936;26.8580215274;1.52485904664;38;68.3937823834;71.8990261404;48.935662,2.333275
457983.0;94;ESPACE CULTUREL;ILE-DE-FRANCE;56BIS AVENUE CARNOT;94077;Villeneuve-le-Roi;grande couronne;1;448;17;21;2256;2695;16.3;De 2 à 5 000 entrées;NC;NC;non;non classé;;fixe;non;19;14;0;40.6471631206;53.5904255319;0.0;5.76241134752;3;14.2857142857;7.97872340426;48.735355,2.416829
461663.0;94;LE CASINO;ILE-DE-FRANCE;13 RUE GUILLAUME BUDE;94079;Villiers-sur-Marne;grande couronne;1;220;51;1027;22260;27172;18.1;De 20 à 30 000 entrées;NC;GPCI;oui;catégorie C;;fixe;non;203;167;4;59.4559081176;29.6281876582;7.67471286743;3.24119135682;98;38.8554216867;35.8915709558;48.826124,2.542402
462304.0;94;CINEMA SORANO;ILE-DE-FRANCE;1 RUE CHARLES PATHE;94080;Vincennes;grande couronne;1;204;10;19;1229;1296;5.2;Moins de 2000 entrées;ASSOCIATION CULTURELLE VINCENNES PROMO CINEMA;NC;non;non classé;;fixe;non;9;1;0;11.038961039;5.84415584416;19.1558441558;63.961038961;9;100.0;100.0;48.849453,2.437319
462321.0;94;LE VINCENNES;ILE-DE-FRANCE;30 AV DE PARIS;94080;Vincennes;grande couronne;4;481;53;6872;166779;167739;0.6;De 150 à 200 000 entrées;LE VINCENNES;NC;oui;catégorie C;JPPR;fixe;non;218;115;91;51.6726999606;34.0327029157;10.8851704098;3.40942671395;154;53.2012420523;46.605964342;48.845095,2.434268
463353.0;91;CALYPSO A;ILE-DE-FRANCE;38 RUE VICTOR BASCH;91687;Viry-Châtillon;petite couronne;3;551;50;2986;75832;78672;3.6;De 50 à 80 000 entrées;SAEM DE RENOVATION URBAINE & RESTAURATION IMMOBIL VIRY CHATILLON;MICROMEGAS;oui;catégorie C;JP;fixe;non;353;261;39;39.4153841974;48.1452303011;7.73284796458;4.70653753684;194;37.094017094;27.6836772117;48.681815,2.379391
463931.0;94;3 CINES ROBESPIERRE;ILE-DE-FRANCE;19 AVENUE MAXIMILIEN ROBESPIERRE;94081;Vitry-sur-Seine;grande couronne;3;549;53;4540;73456;76409;3.9;De 50 à 80 000 entrées;VILLE DE VITRY SUR SEINE;NC;oui;catégorie C;JPPR;fixe;non;342;259;36;43.7781618875;43.9303284138;8.72076703748;3.57074266129;191;35.0334641126;30.4968310952;48.790948,2.388152
469245.0;91;CINEMA PARADISO (EX-STUDIO 209);ILE-DE-FRANCE;2 RUE MARC SANGNIER;91691;Yerres;petite couronne;1;214;53;1129;30809;34149;9.8;De 30 à 40 000 entrées;STUDIO 43;GPCI;non;non classé;;fixe;non;151;125;10;63.9261522114;26.9989374419;4.90769026431;4.16722008235;60;34.7426470588;29.9873821225;48.714932,2.489765
575001.0;92;MEGARAMA;ILE-DE-FRANCE;44 AVENUE DE LA LONGUE BERTRANE;92078;Villeneuve-la-Garenne;grande couronne;18;3728;53;31638;826658;884927;6.6;De 700 000 à 1 million d'entrées;LES IMAGES;AGORA CINEMAS;non;non classé;;fixe;oui;246;221;219;22.3695893586;65.348306071;9.62199603706;2.6601085334;29;6.89676970731;2.92140159534;48.930677,2.320895
720300.0;94;UGC CINE CITE;ILE-DE-FRANCE;CENTRE COMMERCIAL CRETEIL SOLEIL;94028;Créteil;grande couronne;12;2858;53;24833;978995;1024620;4.5;De 700 000 à 1 million d'entrées;UGC CINE CITE;UGC;non;non classé;;fixe;oui;248;180;179;28.5899760184;58.93785246;10.6213730899;1.85079843178;75;9.88032397147;4.98886860866;48.797186,2.469391
720400.0;78;UGC CINE CITE SQY OUEST;ILE-DE-FRANCE;1 AV. DE LA SOURCE DE LA BIEVRE;78423;Montigny-le-Bretonneux;petite couronne;16;3612;53;34012;1176268;1237214;4.9;De 1 à 1,5 million d'entrées;UGC CINE CITE;UGC;non;non classé;;fixe;oui;399;263;259;34.0388590045;53.2173776732;11.0772698849;1.66649343745;170;22.1440762757;12.2814117102;48.784168,2.039775
723600.0;95;MEGARAMA;ILE-DE-FRANCE;82 BOULEVARD VICTOR BORDIER;95424;Montigny-lès-Cormeilles;petite couronne;8;1861;7;1848;41298;;;De 40 à 50 000 entrées;FORUM INTERNATIONAL;AGORA CINEMAS;non;non classé;;fixe;oui;30;30;19;27.5921352124;62.496973219;9.19414983776;0.716741730834;1;1.46103896104;0.36321371495;48.9939557,2.195922
723680.0;95;CGR MY PLACE SARCELLES;ILE-DE-FRANCE;2 ALLEE HENRI DUNANT;95585;Sarcelles;petite couronne;10;1817;11;4313;77225;;;De 50 à 80 000 entrées;ANGEOR;Les Films de la Rochelle;non;non classé;;fixe;oui;50;46;37;31.235969636;49.6723545059;11.7874521508;7.30422370726;2;3.00419189567;0.712385648479;48.9825705,2.357708
723760.0;91;PATHE;ILE-DE-FRANCE;21 PLACE DU GRAND OUEST;91377;Massy;petite couronne;9;1894;11;4117;110952;;;De 100 à 150 000 entrées;NC;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;46;44;;31.5046356898;49.4804596871;17.1145877531;1.90031686994;4;4.91484184915;2.42482238131;48.7240268,2.2628389
